BUS_ID,TYPE,Pd,Qd,Pg,Qg,P,Q,V_PU,V_KV,BASE_KV,ANGLE_DEG,ANGLE_RAD,MISMATCH,timestamp
17,1,9.0,5.800000190734863,0.0,0.0,-9.0,-5.800000190734863,1.0399030447006226,34.31679916381836,33.0,82.57026672363281,1.4411225318908691,1.2495003147705575e-06,1997-11-03 00:00:00
18,1,3.200000047683716,0.8999999761581421,0.0,0.0,-3.200000047683716,-0.8999999761581421,1.0281540155410767,33.929080963134766,33.0,81.88995361328125,1.4292488098144531,9.313225746154785e-08,1997-11-03 00:00:00
19,1,9.5,3.4000000953674316,0.0,0.0,-9.5,-3.4000000953674316,1.0256527662277222,33.84654235839844,33.0,81.71621704101562,1.42621648311615,1.0030651083070552e-06,1997-11-03 00:00:00
20,1,2.200000047683716,0.699999988079071,0.0,0.0,-2.200000047683716,-0.699999988079071,1.029738426208496,33.98136901855469,33.0,81.91277313232422,1.4296470880508423,0.0,1997-11-03 00:00:00
21,1,17.5,11.199999809265137,0.0,0.0,-17.5,-11.199999809265137,1.0327271223068237,34.079994201660156,33.0,82.28927612304688,1.43621826171875,1.6660004575896892e-06,1997-11-03 00:00:00
22,1,0.0,0.0,0.0,0.0,0.0,0.0,1.033258318901062,34.09752655029297,33.0,82.30351257324219,1.4364668130874634,1.862645149230957e-07,1997-11-03 00:00:00
23,1,3.200000047683716,1.600000023841858,0.0,0.0,-3.200000047683716,-1.600000023841858,1.027182936668396,33.897037506103516,33.0,82.11357116699219,1.4331517219543457,3.725290298461914e-07,1997-11-03 00:00:00
24,1,8.699999809265137,6.700000286102295,0.0,0.0,-8.699999809265137,-6.700000286102295,1.021584153175354,33.712276458740234,33.0,81.9369888305664,1.4300698041915894,1.13300279735995e-06,1997-11-03 00:00:00
25,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0173386335372925,33.57217788696289,33.0,82.36486053466797,1.4375375509262085,9.313225746154785e-08,1997-11-03 00:00:00
26,1,3.5,2.299999952316284,0.0,0.0,-3.5,-2.299999952316284,0.999661386013031,32.988826751708984,33.0,81.94520568847656,1.430213212966919,4.165001143974223e-07,1997-11-03 00:00:00
27,1,0.0,0.0,0.0,0.0,0.0,0.0,1.023249864578247,33.767242431640625,33.0,82.88925170898438,1.4466898441314697,9.599853001418523e-07,1997-11-03 00:00:00
28,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0068175792694092,132.89993286132812,132.0,86.74324035644531,1.5139546394348145,3.161013592034578e-05,1997-11-03 00:00:00
29,1,2.4000000953674316,0.8999999761581421,0.0,0.0,-2.4000000953674316,-0.8999999761581421,1.0034109354019165,33.1125602722168,33.0,81.65930938720703,1.4252233505249023,3.725290298461914e-07,1997-11-03 00:00:00
30,1,10.600000381469727,1.899999976158142,0.0,0.0,-10.600000381469727,-1.899999976158142,0.9919363856315613,32.73390197753906,33.0,80.7764892578125,1.4098151922225952,2.6411657927383203e-06,1997-11-03 00:00:00
31,2,0.0,0.0,0.0,-119.86425018310547,0.0,-119.86425018310547,1.0,132.0,132.0,99.07951354980469,1.729263186454773,7.494005416219807e-14,1997-11-03 00:00:00
1,3,0.0,0.0,262.583251953125,110.2789535522461,262.583251953125,110.2789535522461,1.059999942779541,139.91998291015625,132.0,98.43160247802734,1.7179549932479858,2.8870999813079834e-06,1997-11-03 00:05:00
2,2,21.72220802307129,12.700000762939453,40.0,50.0,18.27779197692871,37.29999923706055,1.0431115627288818,137.6907196044922,132.0,93.07271575927734,1.6244248151779175,0.011541682295501232,1997-11-03 00:05:00
