v_mag_pu,v_ang,p,q,snapshot,bus
1.0183926229207656,-0.2733316601623401,-5.8066228607188375,-2.0,1997-11-03 00:10:00,10
1.082,-0.24523782991768914,0.0,23.596937709027607,1997-11-03 00:10:00,11
1.0477300720391163,-0.2644684134540572,-11.212788972422581,-7.5,1997-11-03 00:10:00,12
1.071,-0.2644684134540572,0.0,17.801494890076118,1997-11-03 00:10:00,13
1.0302315657684826,-0.2800806569788903,-6.207079609733929,-1.6,1997-11-03 00:10:00,14
1.0232943240609205,-0.2804691291947137,-8.20936335480939,-2.5,1997-11-03 00:10:00,15
1.027558684483135,-0.2723244489091923,-3.503996553882057,-1.8,1997-11-03 00:10:00,16
1.016090434639864,-0.27717348575023965,-9.010276852839574,-5.8,1997-11-03 00:10:00,17
1.0091719240497348,-0.29055052643647017,-3.203653992120738,-0.9,1997-11-03 00:10:00,18
1.0040072668994593,-0.293093599048997,-9.51084778910844,-3.4,1997-11-03 00:10:00,19
1.0068103112317504,-0.2891719361128527,-2.2025121195830075,-0.7,1997-11-03 00:10:00,20
1.0057476312736569,-0.28121348672402696,-17.519982769410284,-11.2,1997-11-03 00:10:00,21
1.0063253602011608,-0.28086355516959044,0.0,0.0,1997-11-03 00:10:00,22
1.007456035065593,-0.2857140067858901,-3.203653992120738,-1.6,1997-11-03 00:10:00,23
0.9948780167862554,-0.2864893332771196,-8.709934291078255,-6.7,1997-11-03 00:10:00,24
0.9978162928227815,-0.28142036250081576,0.0,0.0,1997-11-03 00:10:00,25
0.9797684982185305,-0.28905522157597063,-3.503996553882057,-2.3,1997-11-03 00:10:00,26
1.0084072973381826,-0.27345803748632147,0.0,0.0,1997-11-03 00:10:00,27
1.0006415353303102,-0.20339268886740203,0.0,0.0,1997-11-03 00:10:00,28
0.988226374326211,-0.2956038128031619,-2.4027404940905535,-0.9,1997-11-03 00:10:00,29
0.9765542716345187,-0.3115144694893655,-10.612103848899944,-1.9,1997-11-03 00:10:00,30
1.0,0.011372810224924614,0.1319787448839264,-119.88929596554597,1997-11-03 00:10:00,31
1.06,0.0,263.04193348681196,118.57348636232774,1997-11-03 00:15:00,1
1.04313,-0.09385802544153307,18.272396082736222,52.68574034504669,1997-11-03 00:15:00,2
1.0156140926140205,-0.13074934293076929,-2.4030529678079753,-1.2,1997-11-03 00:15:00,3
1.0063877622324793,-0.16156170834758074,-7.609667731391921,-1.6,1997-11-03 00:15:00,4
1.01,-0.24848771559882593,-94.31982898646304,24.448077461602526,1997-11-03 00:15:00,5
1.0053435777517645,-0.19262223278807425,0.0,0.0,1997-11-03 00:15:00,6
0.9985343085363562,-0.2245083469378239,-22.829003194175765,-10.9,1997-11-03 00:15:00,7
1.01,-0.20724288179175893,-30.03816209759969,24.781521270076098,1997-11-03 00:15:00,8
1.0366361796475896,-0.2452752898779915,0.0,0.0,1997-11-03 00:15:00,9
1.0183901330612244,-0.27337299632219725,-5.8073780055359405,-2.0,1997-11-03 00:15:00,10
1.082,-0.2452752898779915,0.0,23.5979103948597,1997-11-03 00:15:00,11
1.0477283633126624,-0.2645075361520976,-11.214247183103884,-7.5,1997-11-03 00:15:00,12
1.071,-0.26450753615209754,0.0,17.80280206581318,1997-11-03 00:15:00,13
1.0302286435656363,-0.28012225355537435,-6.207886833503936,-1.6,1997-11-03 00:15:00,14
1.0232910239631103,-0.2805111536663208,-8.210430973343914,-2.5,1997-11-03 00:15:00,15
1.027556121982853,-0.2723653917366693,-3.504452244719964,-1.8,1997-11-03 00:15:00,16
1.0160876777011645,-0.27721538239472016,-9.011448629279908,-5.8,1997-11-03 00:15:00,17
1.0091678823656702,-0.2905943413817237,-3.2040706237439673,-0.9,1997-11-03 00:15:00,18
1.0040030718121284,-0.2931379389346221,-9.512084664239902,-3.4,1997-11-03 00:15:00,19
1.0068064790142859,-0.2892156788508539,-2.202798553823978,-0.7,1997-11-03 00:15:00,20
1.0057443399300792,-0.2812563234265519,-17.52226122359982,-11.2,1997-11-03 00:15:00,21
1.0063220850449948,-0.28090632197711746,0.0,0.0,1997-11-03 00:15:00,22
1.0074520607972584,-0.28575733884391435,-3.2040706237439673,-1.6,1997-11-03 00:15:00,23
0.9948737414837424,-0.28653329509365083,-8.71106700830391,-6.7,1997-11-03 00:15:00,24
0.9978122423791199,-0.2814634538070107,0.0,0.0,1997-11-03 00:15:00,25
0.9797631523054461,-0.28910015685280305,-3.504452244719964,-2.3,1997-11-03 00:15:00,26
1.0084039544525776,-0.27349960873453877,0.0,0.0,1997-11-03 00:15:00,27
1.0006394853661449,-0.20342452266542438,0.0,0.0,1997-11-03 00:15:00,28
0.9882209738518819,-0.2956488685003715,-2.4030529678079753,-0.9,1997-11-03 00:15:00,29
0.9765475594387443,-0.31156196129845715,-10.613483941151891,-1.9,1997-11-03 00:15:00,30
1.0,0.011374544890999191,0.135522609654034,-119.88996291279263,1997-11-03 00:15:00,31
1.06,0.0,263.08213515965235,118.56722976794083,1997-11-03 00:20:00,1
1.04313,-0.09387600025619162,18.26929674227006,52.697614123613825,1997-11-03 00:20:00,2
1.0156111244321435,-0.13077182053341235,-2.4033957520069977,-1.2,1997-11-03 00:20:00,3
1.0063846644320602,-0.16158964382057653,-7.610753214688826,-1.6,1997-11-03 00:20:00,4
1.01,-0.24852952855601146,-94.33328326627466,24.455216212363787,1997-11-03 00:20:00,5
1.0053414634078135,-0.1926553839569349,0.0,0.0,1997-11-03 00:20:00,6
0.9985324855023245,-0.22454662812015794,-22.83225964406648,-10.9,1997-11-03 00:20:00,7
1.01,-0.20727858155024054,-30.042446900087473,24.789057570777864,1997-11-03 00:20:00,8
1.0366341281890343,-0.24531638422561128,0.0,0.0,1997-11-03 00:20:00,9
1.01838740138891,-0.27341834293538264,-5.808206400683578,-2.0,1997-11-03 00:20:00,10
1.082,-0.24531638422561122,0.0,23.598977547819693,1997-11-03 00:20:00,11
1.0477264885806103,-0.26455045457076604,-11.215846842699323,-7.5,1997-11-03 00:20:00,12
1.071,-0.264550454570766,0.0,17.804236235833187,1997-11-03 00:20:00,13
1.0302254376183015,-0.2801678858582223,-6.208772359351411,-1.6,1997-11-03 00:20:00,14
1.0232874034503314,-0.28055725537518644,-8.211602152690574,-2.5,1997-11-03 00:20:00,15
1.0275533106356403,-0.27241030685944645,-3.5049521383435382,-1.8,1997-11-03 00:20:00,16
1.01608465304271,-0.2772613438698464,-9.01273407002624,-5.8,1997-11-03 00:20:00,17
1.0091634483141378,-0.2906424072766984,-3.2045276693426636,-0.9,1997-11-03 00:20:00,18
1.0039984694728634,-0.29318658070016396,-9.513441518361033,-3.4,1997-11-03 00:20:00,19
1.0068022747483503,-0.2892636655304264,-2.2031127726730815,-0.7,1997-11-03 00:20:00,20
1.0057407290096056,-0.28130331616422427,-17.52476069171769,-11.2,1997-11-03 00:20:00,21
1.0063184918804584,-0.2809532380393043,0.0,0.0,1997-11-03 00:20:00,22
1.0074477006920461,-0.28580487500326884,-3.2045276693426636,-1.6,1997-11-03 00:20:00,23
0.9948690511199205,-0.2865815221134709,-8.712309601025366,-6.7,1997-11-03 00:20:00,24
0.9978077986323355,-0.28151072586969744,0.0,0.0,1997-11-03 00:20:00,25
0.9797572873983703,-0.289149451800868,-3.5049521383435382,-2.3,1997-11-03 00:20:00,26
1.0084002868837432,-0.2735452132684765,0.0,0.0,1997-11-03 00:20:00,27
1.0006372363523368,-0.20345944500864255,0.0,0.0,1997-11-03 00:20:00,28
0.9882150490346531,-0.2956982955707595,-2.4033957520069977,-0.9,1997-11-03 00:20:00,29
0.9765401956236351,-0.31161406087213384,-10.614997904697573,-1.9,1997-11-03 00:20:00,30
1.0,0.011377485268408804,0.1415297049962518,-119.89109341986169,1997-11-03 00:20:00,31
1.06,0.0,263.16164244339257,118.55286232699426,1997-11-03 00:25:00,1
1.04313,-0.0938956840236946,18.265902810324214,52.710618299583714,1997-11-03 00:25:00,2
1.0156078736566228,-0.13079643506703276,-2.4037711177521603,-1.2,1997-11-03 00:25:00,3
1.0063812717968164,-0.1616202351362467,-7.611941872881841,-1.6,1997-11-03 00:25:00,4
1.01,-0.24857531663265,-94.3480163717723,24.46303402534616,1997-11-03 00:25:00,5
1.0053391478547087,-0.19269168684502602,0.0,0.0,1997-11-03 00:25:00,6
0.998530489018844,-0.22458854869274694,-22.835825618645526,-10.9,1997-11-03 00:25:00,7
1.01,-0.20731767536112428,-30.047138971902008,24.797310917105847,1997-11-03 00:25:00,8
1.036631881474675,-0.24536138542915692,0.0,0.0,1997-11-03 00:25:00,9
1.0183844097212096,-0.27346800066289734,-5.809113534567722,-2.0,1997-11-03 00:25:00,10
1.082,-0.2453613854291569,0.0,23.60014627134694,1997-11-03 00:25:00,11
1.0477244353482484,-0.2645974532767524,-11.217598549510083,-7.5,1997-11-03 00:25:00,12
1.071,-0.2645974532767524,0.0,17.80580695858972,1997-11-03 00:25:00,13
1.0302219266034522,-0.2802178564447499,-6.2097420541930815,-1.6,1997-11-03 00:25:00,14
1.0232834384488683,-0.28060773998985783,-8.21288465231988,-2.5,1997-11-03 00:25:00,15
1.0275502317345073,-0.2724594920785643,-3.505499546721901,-1.8,1997-11-03 00:25:00,16
1.016081340540796,-0.27731167491299585,-9.014141691570602,-5.8,1997-11-03 00:25:00,17
1.0091585924264301,-0.29069504281302205,-3.205028157002881,-0.9,1997-11-03 00:25:00,18
1.0039934292968105,-0.2932398468555055,-9.514927341102302,-3.4,1997-11-03 00:25:00,19
1.0067976704877541,-0.28931621431723403,-2.203456857939481,-0.7,1997-11-03 00:25:00,20
1.0057367744988666,-0.281354776511881,-17.527497733609504,-11.2,1997-11-03 00:25:00,21
1.0063145568113354,-0.28100461442282626,0.0,0.0,1997-11-03 00:25:00,22
1.0074429257686144,-0.2858569304437301,-3.205028157002881,-1.6,1997-11-03 00:25:00,23
0.9948639145185537,-0.2866343340976783,-8.71367030185158,-6.7,1997-11-03 00:25:00,24
0.9978029320246713,-0.2815624921213716,0.0,0.0,1997-11-03 00:25:00,25
0.9797508645157426,-0.2892034332683942,-3.505499546721901,-2.3,1997-11-03 00:25:00,26
1.0083962702122033,-0.27359515346615654,0.0,0.0,1997-11-03 00:25:00,27
1.000634773330763,-0.20349768744661045,0.0,0.0,1997-11-03 00:25:00,28
0.9882085604797649,-0.2957524217439654,-2.4037711177521603,-0.9,1997-11-03 00:25:00,29
0.9765321312498231,-0.31167111367067274,-10.616655770072043,-1.9,1997-11-03 00:25:00,30
1.0,0.01136325745328333,0.11246277266597837,-119.88562299015395,1997-11-03 00:25:00,31
1.06,0.0,263.1870810352478,118.55018164643307,1997-11-03 00:30:00,1
1.04313,-0.09391720077436407,18.26219292324877,52.72483523818828,1997-11-03 00:30:00,2
1.0156043196923923,-0.13082334159644882,-2.4041814278434543,-1.2,1997-11-03 00:30:00,3
1.0063775628610672,-0.16165367502154904,-7.613241188170939,-1.6,1997-11-03 00:30:00,4
1.01,-0.24862536827795248,-94.36412104285559,24.47158025970942,1997-11-03 00:30:00,5
1.0053366164485955,-0.19273137016736608,0.0,0.0,1997-11-03 00:30:00,6
0.9985283064705066,-0.22463437275030007,-22.839723564512816,-10.9,1997-11-03 00:30:00,7
1.01,-0.2073604095329064,-30.05226784804318,24.80633346529095,1997-11-03 00:30:00,8
1.0366294252872221,-0.245410576996101,0.0,0.0,1997-11-03 00:30:00,9
1.018381139127447,-0.27352228234656234,-5.810105117288348,-2.0,1997-11-03 00:30:00,10
1.082,-0.24541057699610094,0.0,23.60142396116616,1997-11-03 00:30:00,11
1.0477221906042258,-0.2646488283663853,-11.21951332993612,-7.5,1997-11-03 00:30:00,12
1.071,-0.2646488283663853,0.0,17.807524187767292,1997-11-03 00:30:00,13
1.0302180883234395,-0.2802724801302577,-6.210802021928924,-1.6,1997-11-03 00:30:00,14
1.0232791038986202,-0.280662925562742,-8.214286545131802,-2.5,1997-11-03 00:30:00,15
1.0275468658037832,-0.2725132572601681,-3.5060979156050376,-1.8,1997-11-03 00:30:00,16
1.016077719245254,-0.27736669260746066,-9.015680354412954,-5.8,1997-11-03 00:30:00,17
1.009153284028725,-0.2907525795937876,-3.205575237124606,-0.9,1997-11-03 00:30:00,18
1.0039879194487284,-0.2932980729766961,-9.516551485213673,-3.4,1997-11-03 00:30:00,19
1.0067926371427145,-0.2893736562669781,-2.2038329755231665,-0.7,1997-11-03 00:30:00,20
1.0057324514000336,-0.2814110286672676,-17.53048957802519,-11.2,1997-11-03 00:30:00,21
1.0063102549616056,-0.281060774796715,0.0,0.0,1997-11-03 00:30:00,22
1.0074377058597783,-0.2859138331143359,-3.205575237124606,-1.6,1997-11-03 00:30:00,23
0.994858299227809,-0.2866920637623552,-8.715157675932522,-6.7,1997-11-03 00:30:00,24
0.9977976117856532,-0.28161907869360936,0.0,0.0,1997-11-03 00:30:00,25
0.9797438430813162,-0.2892624413467631,-3.5060979156050376,-2.3,1997-11-03 00:30:00,26
1.0083918790126432,-0.27364974395710234,0.0,0.0,1997-11-03 00:30:00,27
1.000632080729792,-0.2035394909104723,0.0,0.0,1997-11-03 00:30:00,28
0.9882014671784504,-0.295811588029361,-2.4041814278434543,-0.9,1997-11-03 00:30:00,29
0.9765233153766583,-0.3117334791542201,-10.618467972975257,-1.9,1997-11-03 00:30:00,30
1.0,0.011377931789104324,0.14244193253428794,-119.89126509519116,1997-11-03 00:30:00,31
1.06,0.0,263.2576022449455,118.53819880633625,1997-11-03 00:35:00,1
1.04313,-0.09394067908885176,18.25814493713438,52.74035039405125,1997-11-03 00:35:00,2
1.0156004411710304,-0.13085270086979928,-2.4046291313768426,-1.2,1997-11-03 00:35:00,3
1.0063735153575475,-0.16169016326873142,-7.614658916026668,-1.6,1997-11-03 00:35:00,4
1.01,-0.24867998251265083,-94.38169340654109,24.480906101087985,1997-11-03 00:35:00,5
1.0053338539998868,-0.19277467102434392,0.0,0.0,1997-11-03 00:35:00,6
0.9985259247734525,-0.22468437406797878,-22.843976748080006,-10.9,1997-11-03 00:35:00,7
1.01,-0.20740703940610036,-30.057864142210533,24.816179309071195,1997-11-03 00:35:00,8
1.036626744878151,-0.2454642528267768,0.0,0.0,1997-11-03 00:35:00,9
1.018377569969706,-0.27358151229612593,-5.8111870674940365,-2.0,1997-11-03 00:35:00,10
1.082,-0.24546425282677678,0.0,23.60281828934651,1997-11-03 00:35:00,11
1.0477197408480912,-0.2647048867910764,-11.221602613091932,-7.5,1997-11-03 00:35:00,12
1.071,-0.26470488679107645,0.0,17.809398251210336,1997-11-03 00:35:00,13
1.0302138997543988,-0.28033208327071546,-6.211958589390178,-1.6,1997-11-03 00:35:00,14
1.0232743738079655,-0.2807231418053785,-8.215816198870879,-2.5,1997-11-03 00:35:00,15
1.0275431926413103,-0.2725719236294294,-3.506750816591229,-1.8,1997-11-03 00:35:00,16
1.0160737674249258,-0.27742672565987914,-9.017359242663161,-5.8,1997-11-03 00:35:00,17
1.0091474913097067,-0.29081536137794456,-3.206172175169124,-0.9,1997-11-03 00:35:00,18
1.003981906913241,-0.2933616069412924,-9.518323645033336,-3.4,1997-11-03 00:35:00,19
1.0067871445438255,-0.2894363345710103,-2.204243370428773,-0.7,1997-11-03 00:35:00,20
1.005727733785425,-0.2814724087122505,-17.533754082956147,-11.2,1997-11-03 00:35:00,21
1.0063055605297522,-0.28112205469478313,0.0,0.0,1997-11-03 00:35:00,22
1.0074320096788865,-0.2859759229861163,-3.206172175169124,-1.6,1997-11-03 00:35:00,23
0.9948521715916606,-0.28675505602045726,-8.716780601241055,-6.7,1997-11-03 00:35:00,24
0.9977918059991231,-0.2816808236740598,0.0,0.0,1997-11-03 00:35:00,25
0.9797361810135002,-0.2893268285957999,-3.506750816591229,-2.3,1997-11-03 00:35:00,26
1.0083870869085008,-0.2737093109055984,0.0,0.0,1997-11-03 00:35:00,27
1.000629142398251,-0.20358510516407888,0.0,0.0,1997-11-03 00:35:00,28
0.9881937265977463,-0.2958761479394295,-2.4046291313768426,-0.9,1997-11-03 00:35:00,29
0.9765136951745368,-0.31180152996448696,-10.620445330247723,-1.9,1997-11-03 00:35:00,30
1.0,0.011372916435064585,0.13219572861420975,-119.88933680157086,1997-11-03 00:35:00,31
1.06,0.0,263.29442847926674,118.53362068056295,1997-11-03 00:40:00,1
1.04313,-0.09396625174791211,18.253735988808923,52.75725209154334,1997-11-03 00:40:00,2
1.0155962160055156,-0.130884678879617,-2.4051167569980914,-1.2,1997-11-03 00:40:00,3
1.0063691062753317,-0.16172990619010644,-7.616203063827289,-1.6,1997-11-03 00:40:00,4
1.01,-0.24873946811241893,-94.40083271217509,24.491064425198967,1997-11-03 00:40:00,5
1.005330844812993,-0.19282183425483046,0.0,0.0,1997-11-03 00:40:00,6
0.9985233304099197,-0.22473883535405312,-22.84860919148187,-10.9,1997-11-03 00:40:00,7
1.01,-0.2074578286568963,-30.06395946247614,24.826904337004787,1997-11-03 00:40:00,8
1.036623825006012,-0.24552271641225376,0.0,0.0,1997-11-03 00:40:00,9
1.0183736819538598,-0.2736460254040916,-5.812365496078721,-2.0,1997-11-03 00:40:00,10
1.082,-0.24552271641225382,0.0,23.60433718437264,1997-11-03 00:40:00,11
1.0477170721247937,-0.26476594551971705,-11.223878199324426,-7.5,1997-11-03 00:40:00,12
1.071,-0.26476594551971705,0.0,17.811439824532915,1997-11-03 00:40:00,13
1.0302093371066727,-0.2803970028720791,-6.213218288911736,-1.6,1997-11-03 00:40:00,14
1.0232692213222119,-0.2807887291885594,-8.217482253076811,-2.5,1997-11-03 00:40:00,15
1.0275391913711545,-0.2726358228938255,-3.507461937288883,-1.8,1997-11-03 00:40:00,16
1.0160694626244624,-0.2774921135030499,-9.019187838742843,-5.8,1997-11-03 00:40:00,17
1.0091411814048683,-0.29088374314207743,-3.206822342664122,-0.9,1997-11-03 00:40:00,18
1.0039753575824144,-0.2934308079788972,-9.520253829784112,-3.4,1997-11-03 00:40:00,19
1.0067811615218472,-0.28950460361963387,-2.204690360581584,-0.7,1997-11-03 00:40:00,20
1.005722594865668,-0.28153926369550175,-17.537309686444416,-11.2,1997-11-03 00:40:00,21
1.0063004468565604,-0.2811888005998125,0.0,0.0,1997-11-03 00:40:00,22
1.0074258049025793,-0.2860435511242287,-3.206822342664122,-1.6,1997-11-03 00:40:00,23
0.994845496838933,-0.2868236670404877,-8.71854824411808,-6.7,1997-11-03 00:40:00,24
0.9977854816869265,-0.2817480761838582,0.0,0.0,1997-11-03 00:40:00,25
0.9797278348367529,-0.28939695908181395,-3.507461937288883,-2.3,1997-11-03 00:40:00,26
1.0083818666402453,-0.27377419112070817,0.0,0.0,1997-11-03 00:40:00,27
1.0006259416478223,-0.20363478812244376,0.0,0.0,1997-11-03 00:40:00,28
0.9881852947925348,-0.29594646652539897,-2.4051167569980914,-0.9,1997-11-03 00:40:00,29
0.9765032160649103,-0.3118756509085816,-10.622599010074904,-1.9,1997-11-03 00:40:00,30
1.0,0.011387115393750155,0.1612037608911014,-119.89479585654344,1997-11-03 00:40:00,31
1.06,0.0,263.3505286478496,118.52524315274881,1997-11-03 00:45:00,1
1.04313,-0.09399405530999627,18.24894256933093,52.77563125843141,1997-11-03 00:45:00,2
1.0155916214566447,-0.13091944633356256,-2.4056469047744593,-1.2,1997-11-03 00:45:00,3
1.0063643119299923,-0.1617731159605732,-7.617881865119122,-1.6,1997-11-03 00:45:00,4
1.01,-0.24880414262323342,-94.42164101239754,24.50210963301162,1997-11-03 00:45:00,5
1.0053275727344135,-0.19287311165609117,0.0,0.0,1997-11-03 00:45:00,6
0.9985205094700278,-0.22479804734871486,-22.853645595357367,-10.9,1997-11-03 00:45:00,7
1.01,-0.20751304845740653,-30.070586309680746,24.83856605988713,1997-11-03 00:45:00,8
1.036620649982831,-0.2455862798670831,0.0,0.0,1997-11-03 00:45:00,9
1.0183694541913813,-0.27371616607832405,-5.813646686538277,-2.0,1997-11-03 00:45:00,10
1.082,-0.24558627986708306,0.0,23.605988807008092,1997-11-03 00:45:00,11
1.0477141700665338,-0.26483233052863053,-11.226352222280811,-7.5,1997-11-03 00:45:00,12
1.071,-0.26483233052863053,0.0,17.81365989910163,1997-11-03 00:45:00,13
1.0302043758979273,-0.2804675855162504,-6.214587837334021,-1.6,1997-11-03 00:45:00,14
1.0232636188064017,-0.2808600378572019,-8.219293591312736,-2.5,1997-11-03 00:45:00,15
1.027534840507426,-0.27270529618593803,-3.5082350694627538,-1.8,1997-11-03 00:45:00,16
1.0160647817330792,-0.27756320521405486,-9.021175892904223,-5.8,1997-11-03 00:45:00,17
1.0091343204984284,-0.29095808994904265,-3.207529206365946,-0.9,1997-11-03 00:45:00,18
1.003968236361623,-0.293506045526244,-9.522352331398903,-3.4,1997-11-03 00:45:00,19
1.0067746560041742,-0.28957882787257777,-2.205176329376588,-0.7,1997-11-03 00:45:00,20
1.0057170070721673,-0.28161195052633997,-17.541175347313768,-11.2,1997-11-03 00:45:00,21
1.006294886507147,-0.2812613688392071,0.0,0.0,1997-11-03 00:45:00,22
1.0074190582708658,-0.28611707856907853,-3.207529206365946,-1.6,1997-11-03 00:45:00,23
0.9948382391909678,-0.2868982631113795,-8.720470029807416,-6.7,1997-11-03 00:45:00,24
0.9977786049101842,-0.28182119526509575,0.0,0.0,1997-11-03 00:45:00,25
0.9797187598162646,-0.28947320721757336,-3.5082350694627538,-2.3,1997-11-03 00:45:00,26
1.0083761901480952,-0.2738447309830566,0.0,0.0,1997-11-03 00:45:00,27
