Time Step,MISMATCH (No WEC),MISMATCH (With WEC)
-1.0,,0.0005884074489586055
0.0,,0.0005884016864001751
450.0,,0.0005898766685277224
750.0,,0.0005847893771715462
1050.0,,0.0005846978165209293
1350.0,,0.000588224153034389
1650.0,,0.0005611819215118885
1950.0,,0.0005706244264729321
2250.0,,0.0005730765406042337
2550.0,,0.0005524626467376947
2850.0,,0.0005847665015608072
3150.0,,0.0005583369638770819
3450.0,,0.0005635434645228088
3750.0,,0.0005847433349117637
4050.0,,0.0005685072974301875
4350.0,,0.0005632000393234193
4650.0,,0.0005603056051768363
4950.0,,0.0005657125730067492
5250.0,,0.000570152245927602
5550.0,,0.0005530813941732049
5850.0,,0.0005557675613090396
6150.0,,0.0005555472453124821
6450.0,,0.0005468912422657013
6750.0,,0.0005212810938246548
7050.0,,0.0005564156454056501
7350.0,,0.0005634214612655342
7650.0,,0.0005371410516090691
7950.0,,0.0005377831403166056
8250.0,,0.0005262441118247807
8550.0,,0.0005173807148821652
8850.0,,0.0005441560060717165
9150.0,,0.0005169585929252207
9450.0,,0.0005193077377043664
9750.0,,0.0005161406588740647
10050.0,,0.0005041577387601137
10350.0,,0.0005001653917133808
10650.0,,0.0004954710602760315
10950.0,,0.0005104769370518625
11250.0,,0.0004751269007101655
11550.0,,0.0004905968671664596
11850.0,,0.0004945133696310222
12150.0,,0.0004792674444615841
12450.0,,0.0004877418978139758
12750.0,,0.00048225937644019723
13050.0,,0.0004778793954756111
13350.0,,0.00046930002281442285
13650.0,,0.0004752008244395256
13950.0,,0.00045955207315273583
14250.0,,0.0004588547453749925
14550.0,,0.00047320823068730533
14850.0,,0.00044683911255560815
15150.0,,0.00044209780753590167
15450.0,,0.0004541794187389314
15750.0,,0.0004396912991069257
16050.0,,0.00044158915989100933
16350.0,,0.000427020073402673
16650.0,,0.0004412777489051223
16950.0,,0.0004314580000936985
17250.0,,0.000430168496677652
17550.0,,0.0004252295766491443
17850.0,,0.0004379069141577929
18150.0,,0.0004191772604826838
18450.0,,0.00043459946755319834
18750.0,,0.0004179379902780056
19050.0,,0.000432308268500492
19350.0,,0.0004088406276423484
19650.0,,0.0004059680213686079
19950.0,,0.00042641034815460443
20250.0,,0.00040734937647357583
20550.0,,0.00043374847155064344
20850.0,,0.0004248839395586401
21150.0,,0.00042235254659317434
21450.0,,0.0004165492719039321
21750.0,,0.000417052156990394
22050.0,,0.0004228480102028698
22350.0,,0.00041460758075118065
22650.0,,0.0004102801322005689
22950.0,,0.000408055551815778
23250.0,,0.0004168907762505114
23550.0,,0.0004109638975933194
23850.0,,0.0004227377939969301
24150.0,,0.00042257781024090946
24450.0,,0.0004093036404810846
24750.0,,0.00042274504085071385
25050.0,,0.000427970546297729
25350.0,,0.00042581534944474697
25650.0,,0.0004198795941192657
25950.0,,0.0004305932961869985
26250.0,,0.0004314580000936985
26550.0,,0.0004144861886743456
26850.0,,0.00044075073674321175
27150.0,,0.0004442603967618197
27450.0,,0.0004293998936191201
27750.0,,0.0004487659898586571
28050.0,,0.00044209041516296566
28350.0,,0.00045523475273512304
28650.0,,0.0004481085925363004
28950.0,,0.0004536839260254055
29250.0,,0.0004653892829082906
29550.0,,0.00047214271035045385
29850.0,,0.0004633324278984219
30150.0,,0.00046748423483222723
30450.0,,0.0004777230496983975
30750.0,,0.0004791298706550151
31050.0,,0.00047848315443843603
31350.0,,0.00048235259600915015
31650.0,,0.0004900578642264009
31950.0,,0.0004958021454513073
32250.0,,0.0005098314140923321
32550.0,,0.0005010204622521996
32850.0,,0.0004993853508494794
33150.0,,0.0005096830427646637
33450.0,,0.0005173914832994342
33750.0,,0.0005340237985365093
34050.0,,0.0005258752498775721
34350.0,,0.0005254735588096082
34650.0,,0.0005209014634601772
34950.0,,0.0005260475445538759
35250.0,,0.0005369746359065175
35550.0,,0.0005360452341847122
35850.0,,0.0005394722102209926
36150.0,,0.0005558843840844929
36450.0,,0.0005501494160853326
36750.0,,0.0005507416790351272
37050.0,,0.0005616846610791981
37350.0,,0.000556155398953706
37650.0,,0.0005386019474826753
37950.0,,0.0005679744062945247
38250.0,,0.0005602066521532834
38550.0,,0.0005701141781173646
38850.0,,0.0005656370194628835
39150.0,,0.0005671366234309971
39450.0,,0.0005662112962454557
39750.0,,0.0005647606449201703
40050.0,,0.0005831896560266614
40350.0,,0.0005805491819046438
40650.0,,0.0005986570031382143
40950.0,,0.0005662836483679712
41250.0,,0.0005748817347921431
41550.0,,0.0005738154868595302
41850.0,,0.0005883534322492778
42150.0,,0.0005654992419295013
42450.0,,0.0005888783489353955
42750.0,,0.0005856116185896099
43050.0,,0.0005834275507368147
