Time Step,P Gen (No WEC),P Gen (With WEC)
-1.0,NaN,0.0
0.0,NaN,0.0
450.0,NaN,0.016780273988842964
750.0,NaN,0.01649734377861023
1050.0,NaN,0.016940325498580933
1350.0,NaN,0.01769121363759041
1650.0,NaN,0.014057846739888191
1950.0,NaN,0.01780524104833603
2250.0,NaN,0.01652446575462818
2550.0,NaN,0.02015046961605549
2850.0,NaN,0.02207600139081478
3150.0,NaN,0.017404990270733833
3450.0,NaN,0.01351349800825119
3750.0,NaN,0.020096464082598686
4050.0,NaN,0.013789466582238674
4350.0,NaN,0.014294070191681385
4650.0,NaN,0.020617900416254997
4950.0,NaN,0.019979361444711685
5250.0,NaN,0.017712632194161415
5550.0,NaN,0.01564585417509079
5850.0,NaN,0.014848007820546627
6150.0,NaN,0.012458107434213161
6450.0,NaN,0.017375398427248
6750.0,NaN,0.02195853739976883
7050.0,NaN,0.01683863252401352
7350.0,NaN,0.014975876547396183
7650.0,NaN,0.01990896835923195
7950.0,NaN,0.014928683638572693
8250.0,NaN,0.01762963831424713
8550.0,NaN,0.017984982579946518
8850.0,NaN,0.014591381885111332
9150.0,NaN,0.017744863405823708
9450.0,NaN,0.017651112750172615
9750.0,NaN,0.01722777634859085
10050.0,NaN,0.019404184073209763
10350.0,NaN,0.020197225734591484
10650.0,NaN,0.015760647132992744
10950.0,NaN,0.015282319858670235
11250.0,NaN,0.01923316717147827
11550.0,NaN,0.018822714686393738
11850.0,NaN,0.015758154913783073
12150.0,NaN,0.015551147051155567
12450.0,NaN,0.018282735720276833
12750.0,NaN,0.011194681748747826
13050.0,NaN,0.014568712562322617
13350.0,NaN,0.017307434231042862
13650.0,NaN,0.019496841356158257
13950.0,NaN,0.021685870364308357
14250.0,NaN,0.017934683710336685
14550.0,NaN,0.015346059575676918
14850.0,NaN,0.0215467382222414
15150.0,NaN,0.015923233702778816
15450.0,NaN,0.013095119036734104
15750.0,NaN,0.018952561542391777
16050.0,NaN,0.02120356075465679
16350.0,NaN,0.01589248888194561
16650.0,NaN,0.01496290322393179
16950.0,NaN,0.016797414049506187
17250.0,NaN,0.01693575084209442
17550.0,NaN,0.018693670630455017
17850.0,NaN,0.014797298237681389
18150.0,NaN,0.014849853701889515
18450.0,NaN,0.012584976851940155
18750.0,NaN,0.0178908109664917
19050.0,NaN,0.020477313548326492
19350.0,NaN,0.02063317783176899
19650.0,NaN,0.018916551023721695
19950.0,NaN,0.01697913371026516
20250.0,NaN,0.018358685076236725
20550.0,NaN,0.016012510284781456
20850.0,NaN,0.014829443767666817
21150.0,NaN,0.019794976338744164
21450.0,NaN,0.018637102097272873
21750.0,NaN,0.01391189731657505
22050.0,NaN,0.015176641754806042
22350.0,NaN,0.01454148255288601
22650.0,NaN,0.02003081515431404
22950.0,NaN,0.018501970916986465
23250.0,NaN,0.019184330478310585
23550.0,NaN,0.0161835178732872
23850.0,NaN,0.017951808869838715
24150.0,NaN,0.016899369657039642
24450.0,NaN,0.01191721111536026
24750.0,NaN,0.01710447669029236
25050.0,NaN,0.019444331526756287
25350.0,NaN,0.015816425904631615
25650.0,NaN,0.018373001366853714
25950.0,NaN,0.020124150440096855
26250.0,NaN,0.015277989208698273
26550.0,NaN,0.020498115569353104
26850.0,NaN,0.01707880198955536
27150.0,NaN,0.01369872223585844
27450.0,NaN,0.01599998213350773
27750.0,NaN,0.020243410021066666
28050.0,NaN,0.022043559700250626
28350.0,NaN,0.016219643875956535
28650.0,NaN,0.01232781633734703
28950.0,NaN,0.01930209994316101
29250.0,NaN,0.013726003468036652
29550.0,NaN,0.012936740182340145
29850.0,NaN,0.01568225584924221
30150.0,NaN,0.01856001280248165
30450.0,NaN,0.020468007773160934
30750.0,NaN,0.020355593413114548
31050.0,NaN,0.014503592625260353
31350.0,NaN,0.020298369228839874
31650.0,NaN,0.019929856061935425
31950.0,NaN,0.017404358834028244
32250.0,NaN,0.012861673720180988
32550.0,NaN,0.013617046177387238
32850.0,NaN,0.019227953627705574
33150.0,NaN,0.014502224512398243
33450.0,NaN,0.019389526918530464
33750.0,NaN,0.016325976699590683
34050.0,NaN,0.023704294115304947
34350.0,NaN,0.015329787507653236
34650.0,NaN,0.014671927317976952
34950.0,NaN,0.020828252658247948
35250.0,NaN,0.017159953713417053
35550.0,NaN,0.011191380210220814
35850.0,NaN,0.01221727579832077
36150.0,NaN,0.0195233765989542
36450.0,NaN,0.015375149436295033
36750.0,NaN,0.017705552279949188
37050.0,NaN,0.021029526367783546
37350.0,NaN,0.021290622651576996
37650.0,NaN,0.02006278559565544
37950.0,NaN,0.014276218600571156
38250.0,NaN,0.01638111099600792
38550.0,NaN,0.019782541319727898
38850.0,NaN,0.016125811263918877
39150.0,NaN,0.02179677039384842
39450.0,NaN,0.011790083721280098
39750.0,NaN,0.013823343440890312
40050.0,NaN,0.01843620277941227
40350.0,NaN,0.01646481268107891
40650.0,NaN,0.01490746345371008
40950.0,NaN,0.014634484425187111
41250.0,NaN,0.01711566187441349
41550.0,NaN,0.0227899681776762
41850.0,NaN,0.01576799526810646
42150.0,NaN,0.022781968116760254
42450.0,NaN,0.015573501586914062
42750.0,NaN,0.014986053109169006
43050.0,NaN,0.019309964030981064
