GEN_ID,BUS_ID,GEN_ID,Pg,Qg,MBASE,STATUS,MISMATCH,PERCENT,time_s
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,7800.0
2,7,1 ,64.0,0.0,100.0,1,5.9604644775390625e-06,64.0,7800.0
3,13,1 ,200.0,0.0,100.0,1,1.4901161193847656e-06,200.0,7800.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,7800.0
5,15,1 ,274.0,0.0,100.0,1,1.4901161193847656e-06,274.0,7800.0
6,16,1 ,245.0,0.0,100.0,1,1.4943011592549738e-05,245.0,7800.0
7,18,1 ,144.0,0.0,100.0,1,1.862645149230957e-06,144.0,7800.0
8,21,1 ,294.0,0.0,100.0,1,2.384185791015625e-05,294.0,7800.0
9,22,1 ,150.0,124.59782409667969,100.0,1,0.0,194.9990234375,7800.0
10,23,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,7800.0
11,25,G1,0.014928683638572693,11.076472282409668,1.0,1,5.960475846222835e-06,1107.6483154296875,7800.0
0,1,1 ,38.38227081298828,60.02217102050781,100.0,1,2.9802322387695312e-06,71.24506378173828,8100.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,8100.0
2,7,1 ,64.0,0.0,100.0,1,5.960509952274151e-06,64.0,8100.0
3,13,1 ,200.0,0.0,100.0,1,0.0,200.0,8100.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,8100.0
5,15,1 ,274.0,0.0,100.0,1,2.3888378564151935e-05,274.0,8100.0
6,16,1 ,245.0,0.0,100.0,1,2.6863450329983607e-05,245.0,8100.0
7,18,1 ,144.0,0.0,100.0,1,1.1175870895385742e-06,144.0,8100.0
8,21,1 ,294.0,0.0,100.0,1,2.4027400286286138e-05,294.0,8100.0
9,22,1 ,150.0,125.1214370727539,100.0,1,5.9604644775390625e-06,195.33399963378906,8100.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,8100.0
11,25,G1,0.01762963831424713,11.10093879699707,1.0,1,5.9604644775390625e-06,1110.09521484375,8100.0
0,1,1 ,41.00343704223633,58.42527770996094,100.0,1,5.9604644775390625e-06,71.3778305053711,8400.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,8400.0
2,7,1 ,64.0,0.0,100.0,1,1.1641532182693481e-08,64.0,8400.0
3,13,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,8400.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,8400.0
5,15,1 ,274.0,0.0,100.0,1,2.3888378564151935e-05,274.0,8400.0
6,16,1 ,245.0,0.0,100.0,1,3.725290298461914e-06,245.0,8400.0
7,18,1 ,144.0,0.0,100.0,1,3.725290298461914e-07,144.0,8400.0
8,21,1 ,294.0,0.0,100.0,1,0.0,294.0,8400.0
9,22,1 ,150.0,124.42023468017578,100.0,1,5.9604644775390625e-06,194.88558959960938,8400.0
10,23,1 ,200.0,0.0,100.0,1,3.3320009151793784e-06,200.0,8400.0
11,25,G1,0.017984982579946518,11.069334030151367,1.0,1,0.0,1106.934814453125,8400.0
0,1,1 ,42.37432861328125,58.66084289550781,100.0,1,6.664001830358757e-06,72.3648910522461,8700.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,8700.0
2,7,1 ,64.0,0.0,100.0,1,5.960475846222835e-06,64.0,8700.0
3,13,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,8700.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,8700.0
5,15,1 ,274.0,0.0,100.0,1,2.4575625502620824e-05,274.0,8700.0
6,16,1 ,245.0,0.0,100.0,1,3.58325669367332e-05,245.0,8700.0
7,18,1 ,144.0,0.0,100.0,1,1.1926747902180068e-05,144.0,8700.0
8,21,1 ,294.0,0.0,100.0,1,2.384185791015625e-05,294.0,8700.0
9,22,1 ,150.0,124.76310729980469,100.0,1,0.0,195.10467529296875,8700.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,8700.0
11,25,G1,0.014591381885111332,11.0980806350708,1.0,1,0.0,1109.80908203125,8700.0
0,1,1 ,45.00665283203125,56.7059326171875,100.0,1,4.214684850012418e-06,72.39586639404297,9000.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,9000.0
2,7,1 ,64.0,0.0,100.0,1,5.960475846222835e-06,64.0,9000.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,9000.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,9000.0
5,15,1 ,274.0,0.0,100.0,1,2.9802322387695312e-06,274.0,9000.0
6,16,1 ,245.0,0.0,100.0,1,5.972094641037984e-06,245.0,9000.0
7,18,1 ,144.0,0.0,100.0,1,1.1920928955078125e-05,144.0,9000.0
8,21,1 ,294.0,0.0,100.0,1,5.9604644775390625e-06,294.0,9000.0
9,22,1 ,150.0,123.54904174804688,100.0,1,5.9604644775390625e-06,194.33056640625,9000.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,9000.0
11,25,G1,0.017744863405823708,11.06535530090332,1.0,1,5.9604644775390625e-06,1106.536865234375,9000.0
0,1,1 ,45.7854118347168,56.60084533691406,100.0,1,4.214684850012418e-06,72.80081939697266,9300.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,9300.0
2,7,1 ,64.0,0.0,100.0,1,0.0,64.0,9300.0
3,13,1 ,200.0,0.0,100.0,1,6.664001830358757e-06,200.0,9300.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,9300.0
5,15,1 ,274.0,0.0,100.0,1,1.4901161193847656e-06,274.0,9300.0
6,16,1 ,245.0,0.0,100.0,1,2.9802322387695312e-05,245.0,9300.0
7,18,1 ,144.0,0.0,100.0,1,1.1973201253567822e-05,144.0,9300.0
8,21,1 ,294.0,0.0,100.0,1,2.384185791015625e-05,294.0,9300.0
9,22,1 ,150.0,123.63810729980469,100.0,1,5.9604644775390625e-06,194.38719177246094,9300.0
10,23,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,9300.0
11,25,G1,0.017651112750172615,11.061973571777344,1.0,1,0.0,1106.19873046875,9300.0
0,1,1 ,46.469024658203125,55.811893463134766,100.0,1,8.940696716308594e-06,72.6246337890625,9600.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,9600.0
2,7,1 ,64.0,0.0,100.0,1,5.960475846222835e-06,64.0,9600.0
3,13,1 ,200.0,0.0,100.0,1,1.4901161193847656e-06,200.0,9600.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,9600.0
5,15,1 ,274.0,0.0,100.0,1,4.470348358154297e-06,274.0,9600.0
6,16,1 ,245.0,0.0,100.0,1,1.4919775821908843e-05,245.0,9600.0
7,18,1 ,144.0,0.0,100.0,1,1.1944189282075968e-05,144.0,9600.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,9600.0
9,22,1 ,150.0,123.03846740722656,100.0,1,5.9604644775390625e-06,194.00634765625,9600.0
10,23,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,9600.0
11,25,G1,0.01722777634859085,11.040828704833984,1.0,1,5.9604644775390625e-06,1104.0843505859375,9600.0
0,1,1 ,47.7647590637207,56.050235748291016,100.0,1,6.664001830358757e-06,73.64170837402344,9900.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,9900.0
2,7,1 ,64.0,0.0,100.0,1,2.3283064365386963e-08,64.0,9900.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,9900.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,9900.0
5,15,1 ,274.0,0.0,100.0,1,1.4901161193847656e-06,274.0,9900.0
6,16,1 ,245.0,0.0,100.0,1,3.725290298461914e-06,245.0,9900.0
7,18,1 ,144.0,0.0,100.0,1,0.0,144.0,9900.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,9900.0
9,22,1 ,150.0,123.62501525878906,100.0,1,0.0,194.37887573242188,9900.0
10,23,1 ,200.0,0.0,100.0,1,3.3320009151793784e-06,200.0,9900.0
11,25,G1,0.019404184073209763,11.062581062316895,1.0,1,1.1641532182693481e-08,1106.2598876953125,9900.0
0,1,1 ,48.89762496948242,55.43434143066406,100.0,1,1.2287812751310412e-05,73.91849517822266,10200.0
1,2,1 ,67.0,0.0,100.0,1,8.429369700024836e-06,67.0,10200.0
2,7,1 ,64.0,0.0,100.0,1,5.960475846222835e-06,64.0,10200.0
3,13,1 ,200.0,0.0,100.0,1,1.1920928955078125e-05,200.0,10200.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,10200.0
5,15,1 ,274.0,0.0,100.0,1,2.4027400286286138e-05,274.0,10200.0
6,16,1 ,245.0,0.0,100.0,1,2.9802322387695312e-06,245.0,10200.0
7,18,1 ,144.0,0.0,100.0,1,5.587935447692871e-07,144.0,10200.0
8,21,1 ,294.0,0.0,100.0,1,2.4027400286286138e-05,294.0,10200.0
9,22,1 ,150.0,123.33753204345703,100.0,1,0.0,194.19615173339844,10200.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,10200.0
11,25,G1,0.020197225734591484,11.077803611755371,1.0,1,5.960475846222835e-06,1107.7821044921875,10200.0
0,1,1 ,51.19187927246094,54.77012252807617,100.0,1,5.9604644775390625e-06,74.96916198730469,10500.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,10500.0
2,7,1 ,64.0,0.0,100.0,1,0.0,64.0,10500.0
3,13,1 ,200.0,0.0,100.0,1,6.664001830358757e-06,200.0,10500.0
4,14,1 ,0.0,0.0,100.0,1,2.9802322387695312e-06,0.0,10500.0
5,15,1 ,274.0,0.0,100.0,1,4.470348358154297e-06,274.0,10500.0
6,16,1 ,245.0,0.0,100.0,1,1.5017125406302512e-05,245.0,10500.0
7,18,1 ,144.0,0.0,100.0,1,3.725290298461914e-07,144.0,10500.0
8,21,1 ,294.0,0.0,100.0,1,2.384185791015625e-05,294.0,10500.0
9,22,1 ,150.0,123.10045623779297,100.0,1,0.0,194.04566955566406,10500.0
10,23,1 ,200.0,0.0,100.0,1,3.3320009151793784e-06,200.0,10500.0
11,25,G1,0.015760647132992744,11.071920394897461,1.0,1,1.1641532182693481e-08,1107.193115234375,10500.0
0,1,1 ,54.3853759765625,52.95351791381836,100.0,1,2.9802322387695312e-06,75.90681457519531,10800.0
1,2,1 ,67.0,0.0,100.0,1,8.429369700024836e-06,67.0,10800.0
2,7,1 ,64.0,0.0,100.0,1,1.1641532182693481e-08,64.0,10800.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,10800.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,10800.0
5,15,1 ,274.0,0.0,100.0,1,0.0,274.0,10800.0
6,16,1 ,245.0,0.0,100.0,1,8.948454706114717e-06,245.0,10800.0
7,18,1 ,144.0,0.0,100.0,1,1.1926747902180068e-05,144.0,10800.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,10800.0
9,22,1 ,150.0,122.22900390625,100.0,1,0.0,193.49400329589844,10800.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,10800.0
11,25,G1,0.015282319858670235,11.04128360748291,1.0,1,0.0,1104.12939453125,10800.0
0,1,1 ,54.97968673706055,52.66732406616211,100.0,1,1.0745379768195562e-05,76.13549041748047,11100.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,11100.0
2,7,1 ,64.0,0.0,100.0,1,1.1921070836251602e-05,64.0,11100.0
3,13,1 ,200.0,0.0,100.0,1,0.0,200.0,11100.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,11100.0
5,15,1 ,274.0,0.0,100.0,1,4.470348358154297e-06,274.0,11100.0
6,16,1 ,245.0,0.0,100.0,1,3.578024552552961e-05,245.0,11100.0
7,18,1 ,144.0,0.0,100.0,1,1.2013700143143069e-05,144.0,11100.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,11100.0
9,22,1 ,150.0,122.0157241821289,100.0,1,5.9604644775390625e-06,193.35934448242188,11100.0
10,23,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,11100.0
11,25,G1,0.01923316717147827,11.024767875671387,1.0,1,5.960475846222835e-06,1102.4783935546875,11100.0
0,1,1 ,54.88669204711914,53.32980728149414,100.0,1,0.0,76.5285415649414,11400.0
1,2,1 ,67.0,0.0,100.0,1,8.429369700024836e-06,67.0,11400.0
2,7,1 ,64.0,0.0,100.0,1,1.1641532182693481e-08,64.0,11400.0
3,13,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,11400.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,11400.0
5,15,1 ,274.0,0.0,100.0,1,1.4901161193847656e-06,274.0,11400.0
6,16,1 ,245.0,0.0,100.0,1,8.971686838776805e-06,245.0,11400.0
7,18,1 ,144.0,0.0,100.0,1,1.2065570444974583e-05,144.0,11400.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,11400.0
9,22,1 ,150.0,122.5183334350586,100.0,1,0.0,193.67691040039062,11400.0
10,23,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,11400.0
11,25,G1,0.018822714686393738,11.06750774383545,1.0,1,0.0,1106.75244140625,11400.0
0,1,1 ,56.54542541503906,52.295310974121094,100.0,1,4.214684850012418e-06,77.02067565917969,11700.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,11700.0
2,7,1 ,64.0,0.0,100.0,1,1.1920934412046336e-05,64.0,11700.0
3,13,1 ,200.0,0.0,100.0,1,1.4901161193847656e-06,200.0,11700.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,11700.0
5,15,1 ,274.0,0.0,100.0,1,2.9802322387695312e-06,274.0,11700.0
6,16,1 ,245.0,0.0,100.0,1,1.4919775821908843e-05,245.0,11700.0
7,18,1 ,144.0,0.0,100.0,1,1.2065570444974583e-05,144.0,11700.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,11700.0
9,22,1 ,150.0,121.98371887207031,100.0,1,0.0,193.3391571044922,11700.0
10,23,1 ,200.0,0.0,100.0,1,3.3320009151793784e-06,200.0,11700.0
11,25,G1,0.015758154913783073,11.030055046081543,1.0,1,5.9604644775390625e-06,1103.006591796875,11700.0
0,1,1 ,58.91789245605469,51.85720443725586,100.0,1,1.1920928955078125e-05,78.48876953125,12000.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,12000.0
2,7,1 ,64.0,0.0,100.0,1,5.960509952274151e-06,64.0,12000.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,12000.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,12000.0
5,15,1 ,274.0,0.0,100.0,1,2.4575625502620824e-05,274.0,12000.0
6,16,1 ,245.0,0.0,100.0,1,1.862645149230957e-06,245.0,12000.0
7,18,1 ,144.0,0.0,100.0,1,7.450580596923828e-07,144.0,12000.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,12000.0
9,22,1 ,150.0,122.16210174560547,100.0,1,5.9604644775390625e-06,193.45175170898438,12000.0
10,23,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,12000.0
11,25,G1,0.015551147051155567,11.063809394836426,1.0,1,5.960475846222835e-06,1106.3819580078125,12000.0
0,1,1 ,59.87392807006836,51.275150299072266,100.0,1,6.664001830358757e-06,78.82910919189453,12300.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,12300.0
2,7,1 ,64.0,0.0,100.0,1,0.0,64.0,12300.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,12300.0
4,14,1 ,0.0,0.0,100.0,1,2.9802322387695312e-06,0.0,12300.0
5,15,1 ,274.0,0.0,100.0,1,1.4901161193847656e-06,274.0,12300.0
6,16,1 ,245.0,0.0,100.0,1,6.143906375655206e-06,245.0,12300.0
7,18,1 ,144.0,0.0,100.0,1,1.1934018402826041e-05,144.0,12300.0
8,21,1 ,294.0,0.0,100.0,1,2.384185791015625e-05,294.0,12300.0
9,22,1 ,150.0,121.75877380371094,100.0,1,0.0,193.1973114013672,12300.0
10,23,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,12300.0
11,25,G1,0.018282735720276833,11.05013370513916,1.0,1,0.0,1105.014892578125,12300.0
0,1,1 ,63.83926773071289,49.6086311340332,100.0,1,9.42432143347105e-06,80.84842681884766,12600.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,12600.0
2,7,1 ,64.0,0.0,100.0,1,1.7462298274040222e-08,64.0,12600.0
3,13,1 ,200.0,0.0,100.0,1,6.664001830358757e-06,200.0,12600.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,12600.0
5,15,1 ,274.0,0.0,100.0,1,1.4901161193847656e-06,274.0,12600.0
6,16,1 ,245.0,0.0,100.0,1,3.2782554626464844e-05,245.0,12600.0
7,18,1 ,144.0,0.0,100.0,1,1.1922384146600962e-05,144.0,12600.0
8,21,1 ,294.0,0.0,100.0,1,2.384185791015625e-05,294.0,12600.0
9,22,1 ,150.0,120.8947982788086,100.0,1,0.0,192.6539764404297,12600.0
10,23,1 ,200.0,0.0,100.0,1,0.0,200.0,12600.0
11,25,G1,0.011194681748747826,11.042204856872559,1.0,1,5.820766091346741e-09,1104.22119140625,12600.0
0,1,1 ,65.39856719970703,49.427162170410156,100.0,1,4.214684850012418e-06,81.9757080078125,12900.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,12900.0
2,7,1 ,64.0,0.0,100.0,1,5.960475846222835e-06,64.0,12900.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,12900.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,12900.0
5,15,1 ,274.0,0.0,100.0,1,4.470348358154297e-06,274.0,12900.0
6,16,1 ,245.0,0.0,100.0,1,2.9802322387695312e-06,245.0,12900.0
7,18,1 ,144.0,0.0,100.0,1,1.1973201253567822e-05,144.0,12900.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,12900.0
9,22,1 ,150.0,121.07743072509766,100.0,1,5.9604644775390625e-06,192.7686309814453,12900.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,12900.0
11,25,G1,0.014568712562322617,11.069384574890137,1.0,1,5.9604644775390625e-06,1106.939453125,12900.0
0,1,1 ,66.03717041015625,48.924739837646484,100.0,1,6.664001830358757e-06,82.18599700927734,13200.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,13200.0
2,7,1 ,64.0,0.0,100.0,1,1.1641532182693481e-08,64.0,13200.0
3,13,1 ,200.0,0.0,100.0,1,0.0,200.0,13200.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,13200.0
5,15,1 ,274.0,0.0,100.0,1,2.4575625502620824e-05,274.0,13200.0
6,16,1 ,245.0,0.0,100.0,1,2.6915060516330414e-05,245.0,13200.0
7,18,1 ,144.0,0.0,100.0,1,1.1926747902180068e-05,144.0,13200.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,13200.0
9,22,1 ,150.0,120.88703155517578,100.0,1,5.9604644775390625e-06,192.6490936279297,13200.0
10,23,1 ,200.0,0.0,100.0,1,9.0640223788796e-06,200.0,13200.0
11,25,G1,0.017307434231042862,11.035015106201172,1.0,1,0.0,1103.502685546875,13200.0
0,1,1 ,67.70341491699219,48.3043098449707,100.0,1,2.9802322387695312e-06,83.16885375976562,13500.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,13500.0
2,7,1 ,64.0,0.0,100.0,1,5.960509952274151e-06,64.0,13500.0
3,13,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,13500.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,13500.0
5,15,1 ,274.0,0.0,100.0,1,2.9802322387695312e-06,274.0,13500.0
6,16,1 ,245.0,0.0,100.0,1,2.9823269869666547e-05,245.0,13500.0
7,18,1 ,144.0,0.0,100.0,1,1.1973201253567822e-05,144.0,13500.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,13500.0
9,22,1 ,150.0,120.66099548339844,100.0,1,1.1920928955078125e-05,192.50733947753906,13500.0
10,23,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,13500.0
11,25,G1,0.019496841356158257,11.036689758300781,1.0,1,5.960475846222835e-06,1103.670654296875,13500.0
0,1,1 ,70.60591888427734,47.45563888549805,100.0,1,8.429369700024836e-06,85.07192993164062,13800.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,13800.0
2,7,1 ,64.0,0.0,100.0,1,1.1641532182693481e-08,64.0,13800.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,13800.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,13800.0
5,15,1 ,274.0,0.0,100.0,1,2.4575625502620824e-05,274.0,13800.0
6,16,1 ,245.0,0.0,100.0,1,1.2013700143143069e-05,245.0,13800.0
7,18,1 ,144.0,0.0,100.0,1,7.450580596923828e-07,144.0,13800.0
8,21,1 ,294.0,0.0,100.0,1,2.9802322387695312e-06,294.0,13800.0
9,22,1 ,150.0,120.41322326660156,100.0,1,0.0,192.3521270751953,13800.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,13800.0
11,25,G1,0.021685870364308357,11.041707038879395,1.0,1,0.0,1104.1728515625,13800.0
0,1,1 ,71.50751495361328,46.59881591796875,100.0,1,4.214684850012418e-06,85.35089111328125,14100.0
1,2,1 ,67.0,0.0,100.0,1,8.429369700024836e-06,67.0,14100.0
2,7,1 ,64.0,0.0,100.0,1,1.192095169244567e-05,64.0,14100.0
3,13,1 ,200.0,0.0,100.0,1,0.0,200.0,14100.0
4,14,1 ,0.0,0.0,100.0,1,1.2287812751310412e-05,0.0,14100.0
5,15,1 ,274.0,0.0,100.0,1,2.3888378564151935e-05,274.0,14100.0
6,16,1 ,245.0,0.0,100.0,1,1.4905816897226032e-05,245.0,14100.0
7,18,1 ,144.0,0.0,100.0,1,1.1944189282075968e-05,144.0,14100.0
8,21,1 ,294.0,0.0,100.0,1,2.4027400286286138e-05,294.0,14100.0
9,22,1 ,150.0,119.75989532470703,100.0,1,0.0,191.94383239746094,14100.0
10,23,1 ,200.0,0.0,100.0,1,1.4901161193847656e-06,200.0,14100.0
11,25,G1,0.017934683710336685,11.01098918914795,1.0,1,5.9604644775390625e-06,1101.1005859375,14100.0
0,1,1 ,74.19061279296875,46.32063674926758,100.0,1,4.214684850012418e-06,87.46341705322266,14400.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,14400.0
2,7,1 ,64.0,0.0,100.0,1,1.1641532182693481e-08,64.0,14400.0
3,13,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,14400.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,14400.0
5,15,1 ,274.0,0.0,100.0,1,2.9802322387695312e-06,274.0,14400.0
6,16,1 ,245.0,0.0,100.0,1,1.5273690223693848e-05,245.0,14400.0
7,18,1 ,144.0,0.0,100.0,1,7.450580596923828e-07,144.0,14400.0
8,21,1 ,294.0,0.0,100.0,1,5.9604644775390625e-06,294.0,14400.0
9,22,1 ,150.0,120.05621337890625,100.0,1,1.1920928955078125e-05,192.12884521484375,14400.0
10,23,1 ,200.0,0.0,100.0,1,1.4901161193847656e-06,200.0,14400.0
11,25,G1,0.015346059575676918,11.05275821685791,1.0,1,1.1641532182693481e-08,1105.27685546875,14400.0
0,1,1 ,74.98136901855469,45.798702239990234,100.0,1,1.2287812751310412e-05,87.86197662353516,14700.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,14700.0
2,7,1 ,64.0,0.0,100.0,1,5.9604644775390625e-06,64.0,14700.0
3,13,1 ,200.0,0.0,100.0,1,1.4901161193847656e-06,200.0,14700.0
4,14,1 ,0.0,0.0,100.0,1,1.1920928955078125e-05,0.0,14700.0
5,15,1 ,274.0,0.0,100.0,1,2.9802322387695312e-06,274.0,14700.0
6,16,1 ,245.0,0.0,100.0,1,2.3844768293201923e-05,245.0,14700.0
7,18,1 ,144.0,0.0,100.0,1,2.60770320892334e-06,144.0,14700.0
8,21,1 ,294.0,0.0,100.0,1,0.0,294.0,14700.0
9,22,1 ,150.0,119.73242950439453,100.0,1,5.9604644775390625e-06,191.92669677734375,14700.0
10,23,1 ,200.0,0.0,100.0,1,8.940696716308594e-06,200.0,14700.0
11,25,G1,0.0215467382222414,11.047274589538574,1.0,1,5.9604644775390625e-06,1104.729736328125,14700.0
0,1,1 ,77.23131561279297,45.244510650634766,100.0,1,1.0745379768195562e-05,89.50833892822266,15000.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,15000.0
2,7,1 ,64.0,0.0,100.0,1,5.9604644775390625e-06,64.0,15000.0
3,13,1 ,200.0,0.0,100.0,1,6.143906375655206e-06,200.0,15000.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,15000.0
5,15,1 ,274.0,0.0,100.0,1,0.0,274.0,15000.0
6,16,1 ,245.0,0.0,100.0,1,2.091477654175833e-05,245.0,15000.0
7,18,1 ,144.0,0.0,100.0,1,1.1973201253567822e-05,144.0,15000.0
8,21,1 ,294.0,0.0,100.0,1,2.384185791015625e-05,294.0,15000.0
9,22,1 ,150.0,119.63200378417969,100.0,1,5.9604644775390625e-06,191.8640594482422,15000.0
10,23,1 ,200.0,0.0,100.0,1,2.9802322387695312e-06,200.0,15000.0
11,25,G1,0.015923233702778816,11.04098892211914,1.0,1,0.0,1104.0999755859375,15000.0
0,1,1 ,79.66381072998047,44.48244094848633,100.0,1,8.429369700024836e-06,91.24149322509766,15300.0
1,2,1 ,67.0,0.0,100.0,1,5.9604644775390625e-06,67.0,15300.0
2,7,1 ,64.0,0.0,100.0,1,5.960509952274151e-06,64.0,15300.0
3,13,1 ,200.0,0.0,100.0,1,1.4901161193847656e-06,200.0,15300.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,15300.0
5,15,1 ,274.0,0.0,100.0,1,1.4901161193847656e-06,274.0,15300.0
6,16,1 ,245.0,0.0,100.0,1,2.9886023185099475e-05,245.0,15300.0
7,18,1 ,144.0,0.0,100.0,1,1.862645149230957e-07,144.0,15300.0
8,21,1 ,294.0,0.0,100.0,1,2.5463115889579058e-05,294.0,15300.0
9,22,1 ,150.0,119.45687866210938,100.0,1,0.0,191.75491333007812,15300.0
10,23,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,15300.0
11,25,G1,0.013095119036734104,11.056419372558594,1.0,1,5.960475846222835e-06,1105.6427001953125,15300.0
0,1,1 ,80.25228118896484,43.981285095214844,100.0,1,1.2287812751310412e-05,91.51383209228516,15600.0
1,2,1 ,67.0,0.0,100.0,1,0.0,67.0,15600.0
2,7,1 ,64.0,0.0,100.0,1,5.9604644775390625e-06,64.0,15600.0
3,13,1 ,200.0,0.0,100.0,1,5.9604644775390625e-06,200.0,15600.0
4,14,1 ,0.0,0.0,100.0,1,0.0,0.0,15600.0
5,15,1 ,274.0,0.0,100.0,1,2.384185791015625e-05,274.0,15600.0
