Generator,p,q,time_s
G6,245.0,33.68859800753464,9300.0
G7,144.0,37.101328403199,9300.0
G8,294.0,-52.670384423517405,9300.0
G9,150.0,-29.52157069181601,9300.0
G10,200.0,-6.3667501032928655,9300.0
G1-RM3-60,0.01765111339392952,-0.047069538765785734,9300.0
G2-RM3-60,0.01765111339392952,0.0,9300.0
G3-RM3-60,0.01765111339392952,0.0,9300.0
G4-RM3-60,0.01765111339392952,0.0,9300.0
G5-RM3-60,0.01765111339392952,0.0,9300.0
G6-RM3-60,0.01765111339392952,0.0,9300.0
G7-RM3-60,0.01765111339392952,0.0,9300.0
G8-RM3-60,0.01765111339392952,0.0,9300.0
G0,35.570951455902446,-121.29326085086072,9600.0
G1,67.0,60.239700645615784,9600.0
G2,64.0,42.397136274788,9600.0
G3,200.0,49.57792364223974,9600.0
G4,0.0,68.16062445951005,9600.0
G5,274.0,71.61982042913016,9600.0
G6,245.0,33.73235201733465,9600.0
G7,144.0,37.07865336807761,9600.0
G8,294.0,-52.66883928517505,9600.0
G9,150.0,-29.52068088363518,9600.0
G10,200.0,-6.399234293863849,9600.0
G1-RM3-60,0.01722777597422475,-0.045940643581341534,9600.0
G2-RM3-60,0.01722777597422475,0.0,9600.0
G3-RM3-60,0.01722777597422475,0.0,9600.0
G4-RM3-60,0.01722777597422475,0.0,9600.0
G5-RM3-60,0.01722777597422475,0.0,9600.0
G6-RM3-60,0.01722777597422475,0.0,9600.0
G7-RM3-60,0.01722777597422475,0.0,9600.0
G8-RM3-60,0.01722777597422475,0.0,9600.0
G0,37.49927310129755,-122.10644022681137,9900.0
G1,67.0,60.83406051337592,9900.0
G2,64.0,42.460894686646725,9900.0
G3,200.0,49.61888429325412,9900.0
G4,0.0,68.22859358705935,9900.0
G5,274.0,71.56762980329734,9900.0
G6,245.0,33.72935596667759,9900.0
G7,144.0,37.10405220768117,9900.0
G8,294.0,-52.67138945871123,9900.0
G9,150.0,-29.520400245751517,9900.0
G10,200.0,-6.369992774966171,9900.0
G1-RM3-60,0.01940418385823824,-0.051744373138538496,9900.0
G2-RM3-60,0.01940418385823824,0.0,9900.0
G3-RM3-60,0.01940418385823824,0.0,9900.0
G4-RM3-60,0.01940418385823824,0.0,9900.0
G5-RM3-60,0.01940418385823824,0.0,9900.0
G6-RM3-60,0.01940418385823824,0.0,9900.0
G7-RM3-60,0.01940418385823824,0.0,9900.0
G8-RM3-60,0.01940418385823824,0.0,9900.0
G0,39.76667519674413,-123.11856859606971,10200.0
G1,67.0,61.166146147633775,10200.0
G2,64.0,42.60822664039726,10200.0
G3,200.0,49.54126039829324,10200.0
G4,0.0,68.17473718049476,10200.0
G5,274.0,71.43838197645238,10200.0
G6,245.0,33.78951157803134,10200.0
G7,144.0,37.12691887545802,10200.0
G8,294.0,-52.675246168961166,10200.0
G9,150.0,-29.517696492801406,10200.0
G10,200.0,-6.420856939933429,10200.0
G1-RM3-60,0.020197224889412717,-0.05385913944422459,10200.0
G2-RM3-60,0.020197224889412717,0.0,10200.0
G3-RM3-60,0.020197224889412717,0.0,10200.0
G4-RM3-60,0.020197224889412717,0.0,10200.0
G5-RM3-60,0.020197224889412717,0.0,10200.0
G6-RM3-60,0.020197224889412717,0.0,10200.0
G7-RM3-60,0.020197224889412717,0.0,10200.0
G8-RM3-60,0.020197224889412717,0.0,10200.0
G0,39.32855792668437,-122.93427472524112,10500.0
G1,67.0,61.18745206923774,10500.0
G2,64.0,42.52855832243566,10500.0
G3,200.0,49.55235381932451,10500.0
G4,0.0,68.1409738709982,10500.0
G5,274.0,71.51202317991785,10500.0
G6,245.0,33.72646437051225,10500.0
G7,144.0,37.091374360700165,10500.0
G8,294.0,-52.66956089127264,10500.0
G9,150.0,-29.521407405590423,10500.0
G10,200.0,-6.41333699272996,10500.0
G1-RM3-60,0.015760647091551335,-0.04202831496225733,10500.0
G2-RM3-60,0.015760647091551335,0.0,10500.0
G3-RM3-60,0.015760647091551335,0.0,10500.0
G4-RM3-60,0.015760647091551335,0.0,10500.0
G5-RM3-60,0.015760647091551335,0.0,10500.0
G6-RM3-60,0.015760647091551335,0.0,10500.0
G7-RM3-60,0.015760647091551335,0.0,10500.0
G8-RM3-60,0.015760647091551335,0.0,10500.0
G0,41.85476955431545,-124.10045047114383,10800.0
G1,67.0,61.57734578813131,10800.0
G2,64.0,42.60725163352169,10800.0
G3,200.0,49.35875289704006,10800.0
G4,0.0,67.96046868635486,10800.0
G5,274.0,71.20691816467654,10800.0
G6,245.0,33.68824016455218,10800.0
G7,144.0,37.15787343199484,10800.0
G8,294.0,-52.67384342149829,10800.0
G9,150.0,-29.52436032631985,10800.0
G10,200.0,-6.530895502410289,10800.0
G1-RM3-60,0.015282320320714766,-0.040752781508341065,10800.0
G2-RM3-60,0.015282320320714766,0.0,10800.0
G3-RM3-60,0.015282320320714766,0.0,10800.0
G4-RM3-60,0.015282320320714766,0.0,10800.0
G5-RM3-60,0.015282320320714766,0.0,10800.0
G6-RM3-60,0.015282320320714766,0.0,10800.0
G7-RM3-60,0.015282320320714766,0.0,10800.0
G8-RM3-60,0.015282320320714766,0.0,10800.0
G0,41.867959983910566,-123.9223818772899,11100.0
G1,67.0,61.45179252663912,11100.0
G2,64.0,42.709208108816156,11100.0
G3,200.0,49.54695170718239,11100.0
G4,0.0,68.12455721512791,11100.0
G5,274.0,71.37052999795077,11100.0
G6,245.0,33.8292215266936,11100.0
G7,144.0,37.074384254823066,11100.0
G8,294.0,-52.67062883203472,11100.0
G9,150.0,-29.517270743930027,11100.0
G10,200.0,-6.432211932119706,11100.0
G1-RM3-60,0.01923316750715509,-0.051288331578463714,11100.0
G2-RM3-60,0.01923316750715509,0.0,11100.0
G3-RM3-60,0.01923316750715509,0.0,11100.0
G4-RM3-60,0.01923316750715509,0.0,11100.0
G5-RM3-60,0.01923316750715509,0.0,11100.0
G6-RM3-60,0.01923316750715509,0.0,11100.0
G7-RM3-60,0.01923316750715509,0.0,11100.0
G8-RM3-60,0.01923316750715509,0.0,11100.0
G0,45.97196774551156,-125.83342857129489,11400.0
G1,67.0,62.368243002667086,11400.0
G2,64.0,42.81939520407395,11400.0
G3,200.0,49.392413537364625,11400.0
G4,0.0,67.95769739316447,11400.0
G5,274.0,71.12969404302072,11400.0
G6,245.0,33.66662996286965,11400.0
G7,144.0,37.165442307203016,11400.0
G8,294.0,-52.67377050099367,11400.0
G9,150.0,-29.525564188677237,11400.0
G10,200.0,-6.516033423069167,11400.0
G1-RM3-60,0.018822715477162057,-0.050193797687065285,11400.0
G2-RM3-60,0.018822715477162057,0.0,11400.0
G3-RM3-60,0.018822715477162057,0.0,11400.0
G4-RM3-60,0.018822715477162057,0.0,11400.0
G5-RM3-60,0.018822715477162057,0.0,11400.0
G6-RM3-60,0.018822715477162057,0.0,11400.0
G7-RM3-60,0.018822715477162057,0.0,11400.0
G8-RM3-60,0.018822715477162057,0.0,11400.0
G0,47.447961259983344,-126.46767367141237,11700.0
G1,67.0,62.64339495197324,11700.0
G2,64.0,42.808022581129094,11700.0
G3,200.0,49.457679560199345,11700.0
G4,0.0,67.9303608825024,11700.0
G5,274.0,71.07388309864109,11700.0
G6,245.0,33.72493942018445,11700.0
G7,144.0,37.197496787285644,11700.0
G8,294.0,-52.678688938920544,11700.0
G9,150.0,-29.52249719916705,11700.0
G10,200.0,-6.5142099477371715,11700.0
G1-RM3-60,0.01575815401018006,-0.042021666754419804,11700.0
G2-RM3-60,0.01575815401018006,0.0,11700.0
G3-RM3-60,0.01575815401018006,0.0,11700.0
G4-RM3-60,0.01575815401018006,0.0,11700.0
G5-RM3-60,0.01575815401018006,0.0,11700.0
G6-RM3-60,0.01575815401018006,0.0,11700.0
G7-RM3-60,0.01575815401018006,0.0,11700.0
G8-RM3-60,0.01575815401018006,0.0,11700.0
G0,49.02360418923644,-126.98569700024584,12000.0
G1,67.0,62.835668910658434,12000.0
G2,64.0,42.91202519395247,12000.0
G3,200.0,49.51797173260839,12000.0
G4,0.0,68.02788274674111,12000.0
G5,274.0,71.08179338012502,12000.0
G6,245.0,33.67996625302381,12000.0
G7,144.0,37.14780650102615,12000.0
G8,294.0,-52.67210926558036,12000.0
G9,150.0,-29.525609720256227,12000.0
G10,200.0,-6.527804280212003,12000.0
G1-RM3-60,0.015551146934210997,-0.041469649914307745,12000.0
G2-RM3-60,0.015551146934210997,0.0,12000.0
G3-RM3-60,0.015551146934210997,0.0,12000.0
G4-RM3-60,0.015551146934210997,0.0,12000.0
G5-RM3-60,0.015551146934210997,0.0,12000.0
G6-RM3-60,0.015551146934210997,0.0,12000.0
G7-RM3-60,0.015551146934210997,0.0,12000.0
G8-RM3-60,0.015551146934210997,0.0,12000.0
G0,51.0897454463003,-127.87004454064285,12300.0
G1,67.0,63.35657771162537,12300.0
G2,64.0,42.924887683902824,12300.0
G3,200.0,49.49153627229777,12300.0
G4,0.0,67.94444957651771,12300.0
G5,274.0,70.96467580283525,12300.0
G6,245.0,33.67181912826111,12300.0
G7,144.0,37.20775469583003,12300.0
G8,294.0,-52.67742619571989,12300.0
G9,150.0,-29.52594141389676,12300.0
G10,200.0,-6.554251533936039,12300.0
G1-RM3-60,0.018282736596764396,-0.048753860229219716,12300.0
G2-RM3-60,0.018282736596764396,0.0,12300.0
G3-RM3-60,0.018282736596764396,0.0,12300.0
G4-RM3-60,0.018282736596764396,0.0,12300.0
G5-RM3-60,0.018282736596764396,0.0,12300.0
G6-RM3-60,0.018282736596764396,0.0,12300.0
G7-RM3-60,0.018282736596764396,0.0,12300.0
G8-RM3-60,0.018282736596764396,0.0,12300.0
G0,51.951081752977416,-128.37022006143386,12600.0
G1,67.0,63.54686505521533,12600.0
G2,64.0,43.020520313742395,12600.0
G3,200.0,49.37804553645988,12600.0
G4,0.0,67.85979184479709,12600.0
G5,274.0,70.89638455186665,12600.0
G6,245.0,33.635756569081586,12600.0
G7,144.0,37.22841112000408,12600.0
G8,294.0,-52.67771976173712,12600.0
G9,150.0,-29.52843888557578,12600.0
G10,200.0,-6.583244666155373,12600.0
G1-RM3-60,0.011194681550128451,-0.029852445146959207,12600.0
G2-RM3-60,0.011194681550128451,0.0,12600.0
G3-RM3-60,0.011194681550128451,0.0,12600.0
G4-RM3-60,0.011194681550128451,0.0,12600.0
G5-RM3-60,0.011194681550128451,0.0,12600.0
G6-RM3-60,0.011194681550128451,0.0,12600.0
G7-RM3-60,0.011194681550128451,0.0,12600.0
G8-RM3-60,0.011194681550128451,0.0,12600.0
G0,53.28830586821897,-128.73420466874924,12900.0
G1,67.0,63.61883412501838,12900.0
G2,64.0,43.05310838697396,12900.0
G3,200.0,49.5251568014566,12900.0
G4,0.0,67.96472494460762,12900.0
G5,274.0,70.96961229234613,12900.0
G6,245.0,33.70185069899308,12900.0
G7,144.0,37.15562100962744,12900.0
G8,294.0,-52.67292252474857,12900.0
G9,150.0,-29.525470272493322,12900.0
G10,200.0,-6.528390568522141,12900.0
G1-RM3-60,0.014568712770620097,-0.03884983467856787,12900.0
G2-RM3-60,0.014568712770620097,0.0,12900.0
G3-RM3-60,0.014568712770620097,0.0,12900.0
G4-RM3-60,0.014568712770620097,0.0,12900.0
G5-RM3-60,0.014568712770620097,0.0,12900.0
G6-RM3-60,0.014568712770620097,0.0,12900.0
G7-RM3-60,0.014568712770620097,0.0,12900.0
G8-RM3-60,0.014568712770620097,0.0,12900.0
G0,57.63744046375581,-130.72761342984845,13200.0
G1,67.0,64.56093897785132,13200.0
G2,64.0,43.11649827924603,13200.0
G3,200.0,49.392471809404,13200.0
G4,0.0,67.77729666542481,13200.0
G5,274.0,70.69999679899703,13200.0
G6,245.0,33.58404921137838,13200.0
G7,144.0,37.2426631875467,13200.0
G8,294.0,-52.67642702647308,13200.0
G9,150.0,-29.53248571928907,13200.0
G10,200.0,-6.641762352731938,13200.0
G1-RM3-60,0.01730743456696152,-0.04615306563572796,13200.0
G2-RM3-60,0.01730743456696152,0.0,13200.0
G3-RM3-60,0.01730743456696152,0.0,13200.0
G4-RM3-60,0.01730743456696152,0.0,13200.0
G5-RM3-60,0.01730743456696152,0.0,13200.0
G6-RM3-60,0.01730743456696152,0.0,13200.0
G7-RM3-60,0.01730743456696152,0.0,13200.0
G8-RM3-60,0.01730743456696152,0.0,13200.0
G0,59.56802625527342,-131.59590234628772,13500.0
G1,67.0,64.8691442152941,13500.0
G2,64.0,43.17537409393272,13500.0
G3,200.0,49.2316248293473,13500.0
G4,0.0,67.66185495370783,13500.0
G5,274.0,70.62032003108165,13500.0
G6,245.0,33.55907236747066,13500.0
G7,144.0,37.259122429461854,13500.0
G8,294.0,-52.6764202121102,13500.0
G9,150.0,-29.534837689447954,13500.0
G10,200.0,-6.720570078706032,13500.0
G1-RM3-60,0.019496841111486217,-0.05199145800357193,13500.0
G2-RM3-60,0.019496841111486217,0.0,13500.0
G3-RM3-60,0.019496841111486217,0.0,13500.0
G4-RM3-60,0.019496841111486217,0.0,13500.0
G5-RM3-60,0.019496841111486217,0.0,13500.0
G6-RM3-60,0.019496841111486217,0.0,13500.0
G7-RM3-60,0.019496841111486217,0.0,13500.0
G8-RM3-60,0.019496841111486217,0.0,13500.0
G0,58.2900996906443,-131.02329597689865,13800.0
G1,67.0,64.61429189547366,13800.0
G2,64.0,43.21665088767374,13800.0
G3,200.0,49.267190505020324,13800.0
G4,0.0,67.72611837272072,13800.0
G5,274.0,70.56721276142936,13800.0
G6,245.0,33.694488819266496,13800.0
G7,144.0,37.23214267064441,13800.0
G8,294.0,-52.6785996392784,13800.0
G9,150.0,-29.527599242019733,13800.0
G10,200.0,-6.66191320451761,13800.0
G1-RM3-60,0.0216858709764101,-0.05782884292337192,13800.0
G2-RM3-60,0.0216858709764101,0.0,13800.0
G3-RM3-60,0.0216858709764101,0.0,13800.0
G4-RM3-60,0.0216858709764101,0.0,13800.0
G5-RM3-60,0.0216858709764101,0.0,13800.0
G6-RM3-60,0.0216858709764101,0.0,13800.0
G7-RM3-60,0.0216858709764101,0.0,13800.0
G8-RM3-60,0.0216858709764101,0.0,13800.0
G0,60.7719033624731,-132.04312578949632,14100.0
G1,67.0,65.11221555411845,14100.0
G2,64.0,43.3203065303598,14100.0
G3,200.0,49.19334590403112,14100.0
G4,0.0,67.65656004342189,14100.0
G5,274.0,70.56567445398974,14100.0
G6,245.0,33.58557797087033,14100.0
G7,144.0,37.25565333420095,14100.0
G8,294.0,-52.67661369099686,14100.0
G9,150.0,-29.534043794368955,14100.0
G10,200.0,-6.703497438947593,14100.0
G1-RM3-60,0.017934682901080114,-0.047825720983328115,14100.0
G2-RM3-60,0.017934682901080114,0.0,14100.0
G3-RM3-60,0.017934682901080114,0.0,14100.0
G4-RM3-60,0.017934682901080114,0.0,14100.0
G5-RM3-60,0.017934682901080114,0.0,14100.0
G6-RM3-60,0.017934682901080114,0.0,14100.0
G7-RM3-60,0.017934682901080114,0.0,14100.0
G8-RM3-60,0.017934682901080114,0.0,14100.0
G0,62.15437097975433,-132.57942399983605,14400.0
G1,67.0,65.31774169539514,14400.0
G2,64.0,43.28108494337514,14400.0
G3,200.0,49.24770991358628,14400.0
G4,0.0,67.63823978893629,14400.0
G5,274.0,70.4553610973465,14400.0
G6,245.0,33.64690504268914,14400.0
G7,144.0,37.260351371663155,14400.0
G8,294.0,-52.67903966366572,14400.0
G9,150.0,-29.53093385187762,14400.0
G10,200.0,-6.7208807494224985,14400.0
G1-RM3-60,0.015346059629240563,-0.04092275240768749,14400.0
G2-RM3-60,0.015346059629240563,0.0,14400.0
G3-RM3-60,0.015346059629240563,0.0,14400.0
G4-RM3-60,0.015346059629240563,0.0,14400.0
G5-RM3-60,0.015346059629240563,0.0,14400.0
G6-RM3-60,0.015346059629240563,0.0,14400.0
G7-RM3-60,0.015346059629240563,0.0,14400.0
G8-RM3-60,0.015346059629240563,0.0,14400.0
G0,66.67222176500462,-134.52400220085153,14700.0
G1,67.0,66.24916086995542,14700.0
G2,64.0,43.3557619495464,14700.0
G3,200.0,49.118104817798894,14700.0
G4,0.0,67.43807946481563,14700.0
G5,274.0,70.1978343878846,14700.0
G6,245.0,33.518390602010896,14700.0
G7,144.0,37.36806739029488,14700.0
G8,294.0,-52.68413557806193,14700.0
G9,150.0,-29.53820260414139,14700.0
G10,200.0,-6.804851363818699,14700.0
G1-RM3-60,0.021546737329691673,-0.05745782172453633,14700.0
G2-RM3-60,0.021546737329691673,0.0,14700.0
G3-RM3-60,0.021546737329691673,0.0,14700.0
G4-RM3-60,0.021546737329691673,0.0,14700.0
G5-RM3-60,0.021546737329691673,0.0,14700.0
G6-RM3-60,0.021546737329691673,0.0,14700.0
G7-RM3-60,0.021546737329691673,0.0,14700.0
G8-RM3-60,0.021546737329691673,0.0,14700.0
G0,66.58980567847397,-134.5825369283411,15000.0
G1,67.0,66.34262527002241,15000.0
G2,64.0,43.42790962141887,15000.0
G3,200.0,49.16091900995357,15000.0
G4,0.0,67.47743297030631,15000.0
G5,274.0,70.22548709366922,15000.0
G6,245.0,33.56434401724633,15000.0
G7,144.0,37.31784207711982,15000.0
G8,294.0,-52.68069197521369,15000.0
G9,150.0,-29.536503935453368,15000.0
G10,200.0,-6.7858418242539,15000.0
G1-RM3-60,0.01592323394775925,-0.04246187829271571,15000.0
G2-RM3-60,0.01592323394775925,0.0,15000.0
G3-RM3-60,0.01592323394775925,0.0,15000.0
G4-RM3-60,0.01592323394775925,0.0,15000.0
G5-RM3-60,0.01592323394775925,0.0,15000.0
G6-RM3-60,0.01592323394775925,0.0,15000.0
G7-RM3-60,0.01592323394775925,0.0,15000.0
G8-RM3-60,0.01592323394775925,0.0,15000.0
G0,68.54868816652998,-135.26515220057294,15300.0
G1,67.0,66.57828706203007,15300.0
G2,64.0,43.44461144615044,15300.0
G3,200.0,49.05948574903044,15300.0
G4,0.0,67.40943387432583,15300.0
G5,274.0,70.08986509913026,15300.0
G6,245.0,33.52352540189189,15300.0
G7,144.0,37.38405478384667,15300.0
G8,294.0,-52.68548945589433,15300.0
G9,150.0,-29.538330742784524,15300.0
G10,200.0,-6.85191077500329,15300.0
G1-RM3-60,0.013095117770718073,-0.03492026070111096,15300.0
G2-RM3-60,0.013095117770718073,0.0,15300.0
G3-RM3-60,0.013095117770718073,0.0,15300.0
G4-RM3-60,0.013095117770718073,0.0,15300.0
G5-RM3-60,0.013095117770718073,0.0,15300.0
G6-RM3-60,0.013095117770718073,0.0,15300.0
G7-RM3-60,0.013095117770718073,0.0,15300.0
G8-RM3-60,0.013095117770718073,0.0,15300.0
G0,69.33722149042603,-135.7137233566361,15600.0
G1,67.0,66.92746058091389,15600.0
G2,64.0,43.54832496038409,15600.0
G3,200.0,49.19852421806633,15600.0
G4,0.0,67.48133678540341,15600.0
G5,274.0,70.12604518698865,15600.0
G6,245.0,33.62571897808628,15600.0
G7,144.0,37.38666061109289,15600.0
G8,294.0,-52.68987511151953,15600.0
G9,150.0,-29.53183446082585,15600.0
G10,200.0,-6.8184865729276325,15600.0
G1-RM3-60,0.018952560966505255,-0.050540050805537425,15600.0
G2-RM3-60,0.018952560966505255,0.0,15600.0
G3-RM3-60,0.018952560966505255,0.0,15600.0
G4-RM3-60,0.018952560966505255,0.0,15600.0
G5-RM3-60,0.018952560966505255,0.0,15600.0
G6-RM3-60,0.018952560966505255,0.0,15600.0
G7-RM3-60,0.018952560966505255,0.0,15600.0
G8-RM3-60,0.018952560966505255,0.0,15600.0
G0,74.57099554292685,-137.79122875249047,15900.0
G1,67.0,67.88087458080275,15900.0
G2,64.0,43.627135057776655,15900.0
G3,200.0,49.20240431537188,15900.0
G4,0.0,67.42635448454132,15900.0
G5,274.0,70.02268649604409,15900.0
G6,245.0,33.61512589260265,15900.0
G7,144.0,37.355153867758666,15900.0
G8,294.0,-52.685477608595875,15900.0
G9,150.0,-29.53429339398747,15900.0
G10,200.0,-6.860236483110377,15900.0
G1-RM3-60,0.021203561241830114,-0.056542690079271346,15900.0
G2-RM3-60,0.021203561241830114,0.0,15900.0
G3-RM3-60,0.021203561241830114,0.0,15900.0
G4-RM3-60,0.021203561241830114,0.0,15900.0
G5-RM3-60,0.021203561241830114,0.0,15900.0
G6-RM3-60,0.021203561241830114,0.0,15900.0
G7-RM3-60,0.021203561241830114,0.0,15900.0
G8-RM3-60,0.021203561241830114,0.0,15900.0
G0,75.4804325753505,-138.18954673848404,16200.0
G1,67.0,67.92283111434324,16200.0
G2,64.0,43.79885163139703,16200.0
G3,200.0,49.0528223100757,16200.0
G4,0.0,67.35128582303429,16200.0
G5,274.0,69.82634448646928,16200.0
G6,245.0,33.640377192639406,16200.0
G7,144.0,37.4175357144831,16200.0
G8,294.0,-52.69159380059368,16200.0
G9,150.0,-29.53346179527111,16200.0
G10,200.0,-6.8895523007580834,16200.0
G1-RM3-60,0.01589248939408972,-0.04237989313461779,16200.0
G2-RM3-60,0.01589248939408972,0.0,16200.0
G3-RM3-60,0.01589248939408972,0.0,16200.0
G4-RM3-60,0.01589248939408972,0.0,16200.0
G5-RM3-60,0.01589248939408972,0.0,16200.0
G6-RM3-60,0.01589248939408972,0.0,16200.0
G7-RM3-60,0.01589248939408972,0.0,16200.0
G8-RM3-60,0.01589248939408972,0.0,16200.0
G0,75.72834570175868,-138.31931468771856,16500.0
G1,67.0,68.08287740175876,16500.0
G2,64.0,43.720333244375084,16500.0
G3,200.0,49.12966506829487,16500.0
G4,0.0,67.35264006420431,16500.0
G5,274.0,69.83266716814438,16500.0
G6,245.0,33.51974834663427,16500.0
G7,144.0,37.40989098626758,16500.0
G8,294.0,-52.687122617706635,16500.0
G9,150.0,-29.53939286629145,16500.0
G10,200.0,-6.8937736600436565,16500.0
G1-RM3-60,0.014962903007088805,-0.03990100501106093,16500.0
G2-RM3-60,0.014962903007088805,0.0,16500.0
G3-RM3-60,0.014962903007088805,0.0,16500.0
G4-RM3-60,0.014962903007088805,0.0,16500.0
G5-RM3-60,0.014962903007088805,0.0,16500.0
G6-RM3-60,0.014962903007088805,0.0,16500.0
G7-RM3-60,0.014962903007088805,0.0,16500.0
G8-RM3-60,0.014962903007088805,0.0,16500.0
G0,78.76277080458505,-139.56272542197027,16800.0
G1,67.0,68.621563049958,16800.0
G2,64.0,43.823841715125866,16800.0
G3,200.0,49.04273323939678,16800.0
G4,0.0,67.2566006365354,16800.0
G5,274.0,69.73267916060274,16800.0
G6,245.0,33.449527631764695,16800.0
G7,144.0,37.460494072296896,16800.0
G8,294.0,-52.68878848271511,16800.0
G9,150.0,-29.543830612698088,16800.0
G10,200.0,-6.979686546882121,16800.0
G1-RM3-60,0.016797413268947625,-0.0447930142603053,16800.0
G2-RM3-60,0.016797413268947625,0.0,16800.0
G3-RM3-60,0.016797413268947625,0.0,16800.0
G4-RM3-60,0.016797413268947625,0.0,16800.0
G5-RM3-60,0.016797413268947625,0.0,16800.0
G6-RM3-60,0.016797413268947625,0.0,16800.0
G7-RM3-60,0.016797413268947625,0.0,16800.0
G8-RM3-60,0.016797413268947625,0.0,16800.0
G0,79.63839292152653,-139.9549980868821,17100.0
G1,67.0,68.76275688702518,17100.0
G2,64.0,43.945446948719805,17100.0
G3,200.0,49.07383557672779,17100.0
G4,0.0,67.18063869463035,17100.0
G5,274.0,69.6364558021665,17100.0
G6,245.0,33.45261904198634,17100.0
G7,144.0,37.437261958681034,17100.0
G8,294.0,-52.68653666673649,17100.0
G9,150.0,-29.544118784697105,17100.0
G10,200.0,-6.941029880963136,17100.0
G1-RM3-60,0.01693575174032432,-0.045161915399364434,17100.0
G2-RM3-60,0.01693575174032432,0.0,17100.0
G3-RM3-60,0.01693575174032432,0.0,17100.0
G4-RM3-60,0.01693575174032432,0.0,17100.0
G5-RM3-60,0.01693575174032432,0.0,17100.0
G6-RM3-60,0.01693575174032432,0.0,17100.0
G7-RM3-60,0.01693575174032432,0.0,17100.0
G8-RM3-60,0.01693575174032432,0.0,17100.0
G0,80.31211283572932,-140.274951235354,17400.0
G1,67.0,68.94648215035443,17400.0
G2,64.0,43.74037003586448,17400.0
G3,200.0,48.913096527824806,17400.0
G4,0.0,67.12746399461562,17400.0
G5,274.0,69.65006496119014,17400.0
G6,245.0,33.505831139850926,17400.0
G7,144.0,37.46122923170161,17400.0
G8,294.0,-52.689931527649065,17400.0
G9,150.0,-29.542147336001506,17400.0
G10,200.0,-7.012489031363813,17400.0
G1-RM3-60,0.01869366993580584,-0.04984967772562134,17400.0
G2-RM3-60,0.01869366993580584,0.0,17400.0
G3-RM3-60,0.01869366993580584,0.0,17400.0
G4-RM3-60,0.01869366993580584,0.0,17400.0
G5-RM3-60,0.01869366993580584,0.0,17400.0
G6-RM3-60,0.01869366993580584,0.0,17400.0
G7-RM3-60,0.01869366993580584,0.0,17400.0
G8-RM3-60,0.01869366993580584,0.0,17400.0
G0,82.33731481109879,-141.103014127485,17700.0
G1,67.0,69.3968498471314,17700.0
G2,64.0,43.94784389455947,17700.0
G3,200.0,48.97766083791872,17700.0
G4,0.0,67.09634489717061,17700.0
G5,274.0,69.49093209332288,17700.0
G6,245.0,33.392781736832134,17700.0
G7,144.0,37.50045904972621,17700.0
G8,294.0,-52.68946844353951,17700.0
G9,150.0,-29.548293231160585,17700.0
G10,200.0,-7.012829060289505,17700.0
G1-RM3-60,0.014797298133089054,-0.03945939355646408,17700.0
G2-RM3-60,0.014797298133089054,0.0,17700.0
G3-RM3-60,0.014797298133089054,0.0,17700.0
G4-RM3-60,0.014797298133089054,0.0,17700.0
G5-RM3-60,0.014797298133089054,0.0,17700.0
G6-RM3-60,0.014797298133089054,0.0,17700.0
G7-RM3-60,0.014797298133089054,0.0,17700.0
G8-RM3-60,0.014797298133089054,0.0,17700.0
G0,84.1836581489161,-141.8371520851758,18000.0
G1,67.0,69.68464095394062,18000.0
G2,64.0,44.10353792721805,18000.0
G3,200.0,48.9877724834583,18000.0
G4,0.0,67.16927128550063,18000.0
G5,274.0,69.46614606719149,18000.0
G6,245.0,33.3492164519665,18000.0
G7,144.0,37.49422827596366,18000.0
G8,294.0,-52.687262989664404,18000.0
G9,150.0,-29.55086948343859,18000.0
G10,200.0,-7.0296506533599725,18000.0
G1-RM3-60,0.01484985406273779,-0.039599542225824555,18000.0
G2-RM3-60,0.01484985406273779,0.0,18000.0
G3-RM3-60,0.01484985406273779,0.0,18000.0
G4-RM3-60,0.01484985406273779,0.0,18000.0
G5-RM3-60,0.01484985406273779,0.0,18000.0
G6-RM3-60,0.01484985406273779,0.0,18000.0
G7-RM3-60,0.01484985406273779,0.0,18000.0
G8-RM3-60,0.01484985406273779,0.0,18000.0
G0,85.48065945776023,-142.31229558871436,18300.0
G1,67.0,69.92004473242804,18300.0
G2,64.0,44.02744608405884,18300.0
G3,200.0,48.858296104976624,18300.0
G4,0.0,66.98989252542617,18300.0
G5,274.0,69.34213295215383,18300.0
G6,245.0,33.44215115020995,18300.0
G7,144.0,37.547449980196774,18300.0
G8,294.0,-52.69509861501113,18300.0
G9,150.0,-29.545958701600114,18300.0
G10,200.0,-7.062717249935517,18300.0
G1-RM3-60,0.012584976001248926,-0.03355988673616087,18300.0
G2-RM3-60,0.012584976001248926,0.0,18300.0
G3-RM3-60,0.012584976001248926,0.0,18300.0
G4-RM3-60,0.012584976001248926,0.0,18300.0
G5-RM3-60,0.012584976001248926,0.0,18300.0
G6-RM3-60,0.012584976001248926,0.0,18300.0
G7-RM3-60,0.012584976001248926,0.0,18300.0
G8-RM3-60,0.012584976001248926,0.0,18300.0
G0,85.21979051718998,-142.233634002019,18600.0
G1,67.0,69.68234369758666,18600.0
G2,64.0,44.09647881559501,18600.0
G3,200.0,48.958058279079054,18600.0
G4,0.0,67.0762901157022,18600.0
G5,274.0,69.41017316952474,18600.0
G6,245.0,33.43037785178103,18600.0
