BUS_ID,BUS_ID,BUS_TYPE,Pd,Qd,Pg,Qg,P,Q,V_PU,V_KV,BASE_KV,ANGLE_DEG,ANGLE_RAD,MISMATCH,time_s
24,25,2,0.0,0.0,0.0,88.99393463134766,0.0,88.99393463134766,1.0,138.0,138.0,-2.7042858600616455,-0.04719867557287216,5.9604644775390625e-06,0.0
0,1,3,0.0,0.0,26.735248565673828,64.79988098144531,26.735248565673828,64.79988098144531,1.0,138.0,138.0,0.0,0.0,0.0,300.0
1,2,2,97.00511932373047,20.0,67.0,0.0,-30.00511932373047,-20.0,0.9985653162002563,137.80201721191406,138.0,-0.007340976968407631,-0.00012812417116947472,0.0,300.0
2,3,1,90.28385162353516,19.0,0.0,0.0,-90.28385162353516,-19.0,0.9080814719200134,125.31524658203125,138.0,9.25490665435791,0.161528542637825,0.0,300.0
3,4,1,74.25589752197266,15.000000953674316,0.0,0.0,-74.25589752197266,-15.000000953674316,0.9250250458717346,127.65345764160156,138.0,-0.7224527597427368,-0.012609175406396389,0.0,300.0
4,5,1,70.9391860961914,14.0,0.0,0.0,-70.9391860961914,-14.0,0.958872377872467,132.3243865966797,138.0,-0.5332617163658142,-0.00930716935545206,2.9802322387695312e-06,300.0
5,6,1,68.2555160522461,14.0,0.0,0.0,-68.2555160522461,-14.0,0.9644021391868591,133.08749389648438,138.0,-0.10769106447696686,-0.0018795629730448127,9.0640223788796e-06,300.0
6,7,2,62.09999465942383,13.0,64.0,0.0,1.9000053405761719,-13.0,1.0,138.0,138.0,-2.7914273738861084,-0.048719581216573715,4.6566128730773926e-08,300.0
7,8,1,85.36929321289062,18.0,0.0,0.0,-85.36929321289062,-18.0,0.9527597427368164,219.13473510742188,230.0,-2.118952751159668,-0.036982689052820206,2.0489096641540527e-06,300.0
8,9,1,175.001220703125,36.0,0.0,0.0,-175.001220703125,-36.0,0.9019029140472412,124.46260070800781,138.0,3.8321852684020996,0.06688422709703445,1.3328003660717513e-05,300.0
9,10,1,100.2615966796875,23.0,0.0,0.0,-100.2615966796875,-23.0,0.9445890784263611,130.35328674316406,138.0,2.690605878829956,0.04695991426706314,8.429369700024836e-06,300.0
10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8975033164024353,206.42576599121094,230.0,10.538124084472656,0.18392489850521088,0.0,300.0
11,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9033530950546265,207.77122497558594,230.0,9.765386581420898,0.17043809592723846,1.2287812751310412e-05,300.0
